XPEAK,YPEAK,X1,Y1,X2,Y2,XY,SN_1,SN_2,SN_3,SN_4,SN_5,BACK_IM,VAR_IM,BACK_ANNULUS,STD_ANNULUS,FLUX_APER_1,FLUX_APER_2,FLUX_APER_3,FLUXERR_APER_1,FLUXERR_APER_2,FLUXERR_APER_3,MAG_APER_1,MAG_APER_2,MAG_APER_3,MAGERR_APER_1,MAGERR_APER_2,MAGERR_APER_3,FLAGS,X,Y,FLUX_PSF,MAG_PSF,MAGERR_PSF,PSF_CHI2DOF,SN,RA,Dec,APC_MAG_APER_1,APC_MAG_APER_2,APC_MAG_PSF,MergedCatMask,Nobs,DistMP,JD,CropID
425,125,424.628662109375,124.551284790039,1.24882280826569,0.906262814998627,-0.0274585410952568,238.824172973633,525.504760742188,551.156982421875,476.536254882812,324.375457763672,189.4462890625,11.3345718383789,189.766357421875,3.62886691093445,5014.451171875,9426.9951171875,10273.1611328125,0.014140272513032,0.0103066256269813,0.00987247657030821,14.6843735026684,14.70808823091,14.7044441572953,0.0153563357889652,0.0111929951235652,0.0107215093448758,671088644,424.626251220703,124.52368927002,10230.2587890625,14.6895605129657,0.0107430350035429,1.62309789657593,101.088752746582,337.060896560018,76.0016937642933,-0.798772354908582,-0.0896829691300152,-0.019428481042814,71,20,NaN,2460112.43733135,1
907,79,906.601928710938,78.990592956543,1.33054804801941,0.925106227397919,-0.0269954241812229,1444.89404296875,3129.02319335938,3286.0947265625,2859.42456054688,1959.63757324219,189.649429321289,11.3835744857788,191.787460327148,3.43058133125305,28669.859375,56476.3359375,62176.19140625,0.00590712763369083,0.00420835148543119,0.00401078164577484,12.7913681544948,12.7643551659439,12.7496441276234,0.00641514081507921,0.0045702694915235,0.00435570906847715,134217732,906.630981445312,78.9767608642578,59837.078125,12.7718502087054,0.00444003008306026,24.2418880462646,244.592926025391,337.760532313833,76.0071370915837,-0.798772354908582,-0.0896829691300152,-0.019428481042814,71,20,NaN,2460112.43733135,1
877,92,876.576904296875,91.4965057373047,1.3271564245224,0.924734234809875,-0.0152616389095783,235.602432250977,525.090209960938,556.192504882812,491.641418457031,352.595855712891,189.66716003418,11.3546552658081,190.156433105469,12.9581212997437,5001.43408203125,9836.1484375,10901.20703125,0.0143755106255412,0.0101686445996165,0.00965121388435364,14.6871956461327,14.6619587520846,14.6400179392951,0.0156118040904403,0.0110431481152773,0.0104812178760767,134217740,876.611450195312,91.4890823364258,10438.822265625,14.6676469845233,0.0106350649148226,3.12502765655518,102.115036010742,337.715284319814,76.0102233561476,-0.798772354908582,-0.0896829691300152,-0.019428481042814,71,20,NaN,2460112.43733135,1
1431,35,1430.48413085938,34.4902534484863,1.42408287525177,0.953071534633636,0.0188734717667103,83.0521926879883,177.473052978516,188.549453735352,168.438415527344,117.157035827637,189.997543334961,11.0099201202393,189.279449462891,3.29947590827942,1635.71875,3435.73559570312,3825.1298828125,0.0248076785355806,0.0170874446630478,0.0161917582154274,15.9006600769848,15.8039720204965,15.7770888777152,0.0269411392509937,0.0185569655150175,0.0175842493772507,134217728,1430.5634765625,34.5029373168945,3507.96508789062,15.8516374630389,0.0183646492660046,2.07716012001038,59.1353492736816,338.520538660414,76.012462653508,-0.798772354908582,-0.0896829691300152,-0.019428481042814,71,20,NaN,2460112.43733135,1
1153,67,1152.4814453125,66.6648330688477,1.36759400367737,0.951756834983826,-0.0130290547385812,86.2942810058594,184.264801025391,194.209136962891,171.165878295898,118.384475708008,189.764587402344,11.1625089645386,189.848419189453,3.18046998977661,1685.38940429688,3425.15405273438,3772.43408203125,0.0244314502924681,0.0171119812875986,0.0163031164556742,15.8681810322749,15.8073210822214,15.7921501917252,0.0265325549989939,0.0185836125165224,0.0177051853388548,134217732,1152.53649902344,66.6686630249023,3569.35961914062,15.8328004879412,0.0182059220969677,1.4592604637146,59.6509170532227,338.115800109996,76.0129212781615,-0.798772354908582,-0.0896829691300152,-0.019428481042814,71,20,NaN,2460112.43733135,1
615,132,614.81591796875,132.281066894531,1.28961527347565,0.90243273973465,-0.021673483774066,132.204971313477,315.545593261719,336.012359619141,290.766937255859,195.600860595703,189.594573974609,11.0032215118408,189.629852294922,3.43411803245544,2948.01489257812,5615.3408203125,6073.568359375,0.0184544920921326,0.0133588006719947,0.0128439692780375,15.2611077549258,15.2705811123182,15.2750945783256,0.0200415775179863,0.0145076578482985,0.0139485504478216,671088644,614.826599121094,132.2490234375,6031.9912109375,15.2631250423846,0.0139957191422582,1.66964018344879,77.5951538085938,337.332276087727,76.013018862579,-0.798772354908582,-0.0896829691300152,-0.019428481042814,71,20,NaN,2460112.43733135,1
820,109,820.057373046875,109.319648742676,1.29655182361603,0.912982881069183,-0.00144468387588859,69.0703048706055,166.055038452148,179.962249755859,157.650115966797,107.057312011719,189.638610839844,11.1922445297241,189.669250488281,3.42163276672363,1582.44018554688,3073.48486328125,3312.76733398438,0.025231147184968,0.018072159960866,0.0174048617482185,15.9366133712078,15.9249436370517,15.9332269809276,0.0274010263383389,0.0196263659745455,0.0189016796648502,671088644,820.099975585938,109.294166564941,3274.75732421875,15.9263292354998,0.0190099570900202,0.574114263057709,57.1279563903809,337.631053104474,76.0140107004013,-0.798772354908582,-0.0896829691300152,-0.019428481042814,71,20,NaN,2460112.43733135,1
1345,52,1345.27075195312,51.7749977111816,1.41250550746918,0.95342618227005,0.00669191312044859,129.172637939453,339.094573974609,375.561584472656,338.210083007812,233.538421630859,189.908721923828,10.789421081543,189.19499206543,3.15444040298462,3166.64013671875,6591.98876953125,7320.19873046875,0.017798438668251,0.0123259192332625,0.0116958972066641,15.1834351741901,15.0964802764715,15.0723972184639,0.0193291045725346,0.0133859487250447,0.0127017442137003,134217732,1345.37023925781,51.7823791503906,6754.6748046875,15.1402650875506,0.0132243447005749,3.20194911956787,82.1212692260742,338.39536978538,76.0152614753244,-0.798772354908582,-0.0896829691300152,-0.019428481042814,71,20,NaN,2460112.43733135,1
760,125,760.034790039062,124.501441955566,1.33687388896942,0.949307858943939,-0.0269361566752195,62.6974678039551,155.726623535156,169.208023071289,150.05632019043,103.567451477051,189.589996337891,11.0007705688477,189.683624267578,3.27242660522461,1475.26293945312,2946.09448242188,3219.99536132812,0.0261297840625048,0.0184571463614702,0.0176519770175219,16.0127579825623,15.9709046465532,15.9640661977291,0.0283769462257624,0.0200444608926773,0.0191700477153063,134217732,760.096984863281,124.496757507324,3091.40283203125,15.9888864559588,0.0195669587701559,0.967813313007355,55.5017242431641,337.542220190217,76.0167121243238,-0.798772354908582,-0.0896829691300152,-0.019428481042814,71,20,NaN,2460112.43733135,1
993,106,993.171142578125,105.729988098145,1.35134983062744,0.913934290409088,0.0129410531371832,562.199951171875,1415.99194335938,1538.75939941406,1356.72521972656,925.093872070312,189.666793823242,11.0671243667603,191.011428833008,5.42954397201538,13275.103515625,26314.20703125,28804.8515625,0.0086888587102294,0.00616805162280798,0.00589507445693016,13.6273372658323,13.5935457287712,13.5850403123917,0.00943610072135925,0.00669850409030914,0.00640205107629299,134217732,993.243957519531,105.721496582031,27894.978515625,13.6004606289325,0.00650358712300658,7.50732612609863,166.984771728516,337.880411115682,76.0200471305787,-0.798772354908582,-0.0896829691300152,-0.019428481042814,1048647,20,NaN,2460112.43733135,1
1478,55,1477.376953125,54.95166015625,1.41996347904205,0.94077205657959,0.0214095544070005,11773.453125,25000.0546875,26296.744140625,23278.85546875,16251.1220703125,190.001678466797,11.0426063537598,204.093078613281,11.7180938720703,223942.5625,463816.3125,514278.6875,0.00211380422115326,0.0014685585629195,0.00139462912920862,10.5595904541928,10.4781564015007,10.455708100432,0.00229559140279889,0.00159485463518649,0.00151456717867404,134217860,1477.47448730469,54.9644088745117,479534.21875,10.5122276348529,0.00156828504987061,298.693725585938,692.476135253906,338.584903113769,76.0213350794789,-0.798772354908582,-0.0896829691300152,-0.019428481042814,71,20,NaN,2460112.43733135,1
1297,75,1297.06530761719,74.7949600219727,1.36982452869415,1.08171451091766,-0.00949931610375643,89.9102783203125,232.179229736328,258.246307373047,234.416397094727,162.388793945312,189.823272705078,10.5953493118286,190.181396484375,3.12183165550232,2098.4453125,4519.484375,4989.009765625,0.0218805056065321,0.014890979975462,0.0141715239733458,15.630187677211,15.5062991721426,15.4886684888715,0.0237622298300266,0.0161716043949127,0.0153902750462294,134217860,1297.185546875,74.8307418823242,4467.19677734375,15.5891891521868,0.0162677206099033,3.33052062988281,66.7579727172852,338.322458805443,76.0214371234035,-0.798772354908582,-0.0896829691300152,-0.019428481042814,131143,20,NaN,2460112.43733135,1
141,222,141.11051940918,221.934814453125,1.19184279441833,0.934703409671783,-0.0435127094388008,232.369018554688,544.513244628906,573.600891113281,490.387756347656,330.206024169922,189.538513183594,11.3900136947632,189.029907226562,3.37087416648865,5119.85302734375,9504.37109375,10434.7275390625,0.0139911258593202,0.0102635538205504,0.00979480426758528,14.6617882859776,14.6992129744575,14.6875016233809,0.0151943629607558,0.0111462194472551,0.0106371575966477,134217860,141.074127197266,221.916702270508,10315.7841796875,14.6805206341204,0.0106983873993158,2.29980731010437,101.510627746582,336.635546351565,76.0220222728873,-0.798772354908582,-0.0896829691300152,-0.019428481042814,71,20,NaN,2460112.43733135,1
1510,65,1509.70166015625,65.3832702636719,1.41915428638458,0.930470108985901,0.0360691994428635,89.5382995605469,222.564361572266,243.910125732422,219.561447143555,153.161422729492,190.004516601562,11.0648612976074,190.528610229492,3.06409978866577,2096.14453125,4299.69287109375,4737.63818359375,0.0218907091766596,0.0152670424431562,0.0145428311079741,15.6313787546274,15.560427802618,15.5447996434432,0.0237733107060194,0.0165800079703331,0.0157935153692961,134217732,1509.7939453125,65.3949356079102,4484.94091796875,15.5848842663226,0.0162362791597843,2.64049816131592,66.8872451782227,338.629843526826,76.0261601708961,-0.798772354908582,-0.0896829691300152,-0.019428481042814,71,20,NaN,2460112.43733135,1
1044,137,1044.2666015625,136.689514160156,1.33691704273224,0.893969655036926,-0.00746805220842361,67.7584533691406,171.42219543457,186.309066772461,163.835983276367,111.245506286621,189.818115234375,10.8760299682617,189.856903076172,4.42495489120483,1622.50512695312,3160.576171875,3437.08056640625,0.024975361302495,0.0178425926715136,0.0171056147664785,15.9094664557486,15.8946056858712,15.8932300449973,0.0271232426166534,0.0193770565092564,0.0185766983777285,134217732,1044.31665039062,136.670181274414,3372.03588867188,15.8945451778826,0.0187319479882717,0.987791836261749,57.9758148193359,337.948665847052,76.0329112263677,-0.798772354908582,-0.0896829691300152,-0.019428481042814,71,20,NaN,2460112.43733135,1
1670,74,1670.33190917969,74.1397247314453,1.43109154701233,0.956177532672882,0.024738060310483,76.944938659668,215.237106323242,244.241058349609,225.489074707031,161.183502197266,189.892700195312,10.8566656112671,190.7744140625,22.4492053985596,2056.82641601562,4309.4697265625,4826.43359375,0.0246030893176794,0.0160991810262203,0.015127026475966,15.6519377026522,15.557961804503,15.5246385330634,0.0267189554870129,0.0174837112426758,0.0164279509335756,201326596,1670.42822265625,74.1599349975586,4444.9384765625,15.5946126980242,0.0163089744746685,2.58769750595093,66.5891036987305,338.859890087899,76.0350032562872,-0.798772354908582,-0.0896829691300152,-0.019428481042814,71,20,NaN,2460112.43733135,1
516,211,516.088439941406,211.100891113281,1.26184177398682,0.898511350154877,-0.0252276267856359,90.9115524291992,222.095733642578,237.302429199219,205.047500610352,138.225601196289,189.643707275391,10.6128053665161,190.435852050781,3.62241840362549,2022.08081054688,3810.6767578125,4120.32958984375,0.0223102960735559,0.0162272676825523,0.015603587962687,15.6704355277207,15.6915160958673,15.6963744608107,0.0242289807647467,0.0176228135824203,0.0169454962015152,134217732,516.086303710938,211.08088684082,4148.65869140625,15.6695066494403,0.0168822687119246,0.951711475849152,64.3278503417969,337.176018505969,76.0359554904392,-0.798772354908582,-0.0896829691300152,-0.019428481042814,71,20,NaN,2460112.43733135,1
