Gaia_RA,Gaia_Dec,LAST_RA,LAST_Dec,LAST_X,LAST_Y,LAST_idx,totalFlux
122.867889404297,4.2976245880127,122.867855088127,4.29756654655259,693.872436523438,4.79899215698242,4,14450.832567404
122.950538635254,4.29895401000977,122.950507314492,4.29890877288637,930.015625,7.06220531463623,9,23312.7143414019
122.973747253418,4.3042688369751,122.973750717344,4.30419260976804,996.51953125,21.7632789611816,29,52336.3940091791
122.88858795166,4.30545711517334,122.888534092633,4.30541394465181,753.091918945312,26.8758811950684,35,10531.9025372486
122.744766235352,4.30675315856934,122.744670046145,4.30664987804902,342.177520751953,33.2794952392578,39,174270.234409452
123.084991455078,4.30751085281372,123.085083366379,4.30736310124327,1314.68908691406,28.82297706604,40,119185.246835705
123.039436340332,4.30757761001587,123.039452417223,4.30747699325377,1184.30200195312,29.9667911529541,41,15718.9361656476
122.642929077148,4.30926465988159,122.642875958714,4.30910582779347,51.4881248474121,42.4517288208008,42,365990.211442743
123.208801269531,4.30980777740479,123.208899319863,4.30969080863289,1668.59582519531,33.3487854003906,43,15770.0412888271
122.981597900391,4.31056118011475,122.981590316201,4.31046933330637,1019.03387451172,39.5980224609375,46,18412.1763418808
122.941917419434,4.31363344192505,122.941876283105,4.31360056513711,905.630737304688,49.3096199035645,50,20844.2806908241
122.91397857666,4.31732654571533,122.913953750975,4.31730042090382,825.930603027344,60.4370765686035,59,574488.831864827
122.892250061035,4.31941652297974,122.892211983676,4.31937519326911,763.85986328125,66.7965240478516,64,17661.2242867015
122.69905090332,4.3220911026001,122.698958909053,4.32201332905716,211.914840698242,78.2299499511719,67,66915.6708169644
122.870994567871,4.32282686233521,122.870929190899,4.32279576184247,703.127563476562,77.0058746337891,72,107306.031655037
123.228759765625,4.32522773742676,123.228633463712,4.32510406082428,1725.28735351562,77.177619934082,78,22739.2502711014
122.645469665527,4.32609558105469,122.645424502025,4.32596244332944,59.0957946777344,90.6739959716797,81,96129.482315562
122.994621276855,4.32602882385254,122.994617657577,4.32598830842148,1056.54162597656,83.814697265625,82,31671.7782154621
122.987831115723,4.33209371566772,122.987840951252,4.33203980618344,1037.29248046875,101.275741577148,95,25253.7620760572
122.965766906738,4.33521175384521,122.96576361743,4.33518442160846,974.276306152344,110.693298339844,105,10365.9459576653
123.20263671875,4.33536005020142,123.202740000909,4.33524136808838,1651.45861816406,106.657859802246,106,32963.978257124
123.035270690918,4.33533430099487,123.035308336314,4.3352713968242,1172.97448730469,109.667449951172,107,16588.5861224556
122.777236938477,4.33636236190796,122.777169175965,4.3363212002632,435.569183349609,117.604393005371,111,52316.8415336806
123.103981018066,4.3412389755249,123.103863658022,4.34111720210554,1368.97790527344,125.194793701172,121,47273.5882456572
122.672203063965,4.34849786758423,122.672132929189,4.34840818859257,135.811111450195,154.394470214844,142,38487.4055687232
122.633766174316,4.35025501251221,122.633704520185,4.3501456803686,26.0972766876221,160.189544677734,147,10506.3760905416
123.034523010254,4.35100603103638,123.034552486749,4.35099024848094,1171.10632324219,154.71516418457,148,10330.0943979029
122.881935119629,4.35196542739868,122.881909846162,4.35194977488562,735.042907714844,160.309173583984,150,800404.935158255
123.024017333984,4.35429668426514,123.024009498013,4.35424039603596,1141.04296875,164.217590332031,155,90988.8930190405
122.759307861328,4.35771942138672,122.759238789676,4.35768155279561,384.765594482422,179.153869628906,169,43728.25274229
123.131088256836,4.36719083786011,123.131150534073,4.3671457057132,1447.43872070312,199.295776367188,189,18362.4811588361
123.189895629883,4.36830902099609,123.190016244259,4.36824185996,1615.69946289062,201.429244995117,191,13300.7979083377
123.085708618164,4.37126731872559,123.085777103113,4.37122946411303,1317.85144042969,211.789825439453,195,64155.6579494798
123.169677734375,4.37540006637573,123.169777332232,4.375323463606,1557.98449707031,222.064605712891,204,18317.7035569232
123.22102355957,4.37578821182251,123.221177627661,4.37567939502664,1704.90783691406,222.217590332031,205,11360.2612130497
122.904502868652,4.37674188613892,122.904480562694,4.37674569997625,799.984619140625,230.914596557617,207,11062.2096245347
122.862442016602,4.38045692443848,122.862343104502,4.38020856030185,679.685119628906,241.64421081543,214,5606496.58867847
122.917678833008,4.38063716888428,122.917691215706,4.38061486659521,837.795104980469,241.749359130859,215,12540.7421129086
122.899238586426,4.38179636001587,122.899213849943,4.38178351656983,785.034973144531,245.448272705078,218,83782.9012210249
123.226806640625,4.38366460800171,123.226888198235,4.38354823693695,1721.37768554688,244.670913696289,221,15483.3057732247
122.729225158691,4.38727474212646,122.729146885177,4.38724531318139,299.391235351562,264.457794189453,229,14065.7246480825
122.75594329834,4.38923978805542,122.755922988466,4.38922257028086,375.901062011719,269.576324462891,238,24645.8573845965
122.74275970459,4.39065647125244,122.742701265266,4.39064624580704,338.167449951172,273.923583984375,240,73824.2619988364
122.681137084961,4.39198160171509,122.68098516229,4.39188273137103,161.937576293945,278.740844726562,244,9750.95358952793
122.932678222656,4.39256763458252,122.932639161381,4.39257081240325,880.721435546875,275.722991943359,248,13715.1782608473
123.119499206543,4.40059423446655,123.119576070073,4.40055696312468,1414.98315429688,295.233978271484,273,15261.8386365037
122.848587036133,4.40297079086304,122.848553543766,4.40300023604294,640.730224609375,307.210510253906,278,11815.3687619389
