JD_1,MAG_PSF_AB_1,JD_2,MAG_PSF_AB_2,JD_3,MAG_PSF_AB_3,JD_4,MAG_PSF_AB_4,JD_5,MAG_PSF_AB_5
2460855.28356149,13.1488957757712,2460856.28580624,13.1422702642927,2460857.28379839,13.1783431712418,2460859.32659275,13.1215773958071,2460860.49961283,13.1520333637544
2460855.28356149,15.768401462882,2460856.28580624,15.7414308104811,2460857.28379839,15.7986625099193,2460859.32659275,15.7437111143785,2460860.49961283,15.7800766319485
2460855.28356149,17.6393847979836,2460856.28580624,17.6351108018523,2460857.28379839,17.6683000582125,2460859.32659275,17.6200589669051,2460860.49961283,17.6834115566511
2460855.28356149,15.9554445366512,2460856.28580624,15.9628483591562,2460857.28379839,15.9846424586551,2460859.32659275,15.9430572497037,2460860.49961283,15.9490675606249
2460855.28356149,15.1286902252964,2460856.28580624,15.1309087911325,2460857.28379839,15.1330995948546,2460859.32659275,15.1105936468555,2460860.49961283,15.1134319582396
2460855.28356149,18.6311093274761,2460856.28580624,18.780976286088,2460857.28379839,18.7701716782892,2460859.32659275,18.6699411020426,2460860.49961283,18.6278001480493
2460855.28356149,18.7136801805423,2460856.28580624,18.637524710707,2460857.28379839,18.6666270020821,2460859.32659275,18.7031053786404,2460860.49961283,18.7208945249425
2460855.28356149,15.3172267641015,2460856.28580624,15.292742899976,2460857.28379839,15.3635192936165,2460859.32659275,15.2951991780245,2460860.49961283,15.3502176522246
2460855.28356149,11.755810806613,2460856.28580624,11.7489822213262,2460857.28379839,11.777919347408,2460859.32659275,11.7393101372023,2460860.49961283,11.7820259823238
2460855.28356149,17.1761904547155,2460856.28580624,17.1518604082292,2460857.28379839,17.2234316646396,2460859.32659275,17.1669559195358,2460860.49961283,17.2068287769369
2460855.28356149,16.8835327945547,2460856.28580624,16.8667948888734,2460857.28379839,16.8864098184692,2460859.32659275,16.8412795414807,2460860.49961283,16.8878220576568
2460855.28356149,16.9951666012899,2460856.28580624,16.9290211934713,2460857.28379839,16.9805532130873,2460859.32659275,16.9278435575536,2460860.49961283,16.9108916850981
2460855.28356149,19.4333556343011,2460856.28580624,19.3010729234343,2460857.28379839,19.6308779262155,2460859.32659275,19.4735634885928,2460860.49961283,19.5003792987496
2460855.28356149,19.365246199369,2460856.28580624,19.3751155172942,2460857.28379839,19.5791448901403,2460859.32659275,19.5522414077011,2460860.49961283,19.6788107043683
2460855.28356149,12.2236020297463,2460856.28580624,12.2155982130956,2460857.28379839,12.2765395290358,2460859.32659275,12.2149854081397,2460860.49961283,12.2674083764751
2460855.28356149,19.6968390125116,2460856.28580624,19.899036400127,2460857.28379839,20.1658200829243,2460859.32659275,19.7922570908859,2460860.49961283,19.9605003782499
2460855.28356149,16.6393016280105,2460856.28580624,16.6239307642229,2460857.28379839,16.6565559368091,2460859.32659275,16.5996753615062,2460860.49961283,16.6268612993204
2460855.28356149,18.8809454219032,2460856.28580624,18.8480945385133,2460857.28379839,18.921507499376,2460859.32659275,18.8342404168616,2460860.49961283,18.8252299435155
2460855.28356149,19.3227804179564,2460856.28580624,19.1419897684241,2460857.28379839,19.1657882713571,2460859.32659275,19.1704101687907,2460860.49961283,19.3080110704247
2460855.28356149,19.4484076176764,2460856.28580624,19.551452752237,2460857.28379839,19.3170727652705,2460859.32659275,19.425812489374,2460860.49961283,19.3466438806464
2460855.28356149,17.9538390382251,2460856.28580624,17.9414917068196,2460857.28379839,17.9645383052962,2460859.32659275,18.0005930943478,2460860.49961283,17.9761361086745
2460855.28356149,19.8189026093137,2460856.28580624,19.7832389524481,2460857.28379839,20.1657091401293,2460859.32659275,19.9788124834458,2460860.49961283,19.7245495812976
2460855.28356149,19.4088963288993,2460856.28580624,19.2942453215458,2460857.28379839,19.4450459615348,2460859.32659275,19.3752393943468,2460860.49961283,19.4892055292351
2460855.28356149,19.5533241413982,2460856.28580624,19.4631012253758,2460857.28379839,19.5771878996089,2460859.32659275,19.7971616555769,2460860.49961283,19.6449347180722
2460855.28356149,18.6808290886479,2460856.28580624,18.6897133910839,2460857.28379839,18.8628862085261,2460859.32659275,18.7337775702037,2460860.49961283,18.7467942797914
2460855.28356149,18.744429158697,2460856.28580624,18.8339515531701,2460857.28379839,18.8123997468044,2460859.32659275,18.8665249287699,2460860.49961283,18.8249852484525
2460855.28356149,15.1046481245978,2460856.28580624,15.1031853931338,2460857.28379839,15.0959282010558,2460859.32659275,15.0944011272446,2460860.49961283,15.0764559437179
2460855.28356149,19.8900554982518,2460856.28580624,19.7102724408913,2460857.28379839,19.5540650070749,2460859.32659275,19.6479449732499,2460860.49961283,19.7853233280909
2460855.28356149,18.8460767832543,2460856.28580624,18.8723292152837,2460857.28379839,18.826548191787,2460859.32659275,18.9561355563166,2460860.49961283,18.7823728054336
2460855.28356149,19.6649337770089,2460856.28580624,19.6672477162687,2460857.28379839,19.8040503030578,2460859.32659275,19.7913114569566,2460860.49961283,19.7149971311687
2460855.28356149,19.2663657391436,2460856.28580624,19.3595601669675,2460857.28379839,19.6897845724567,2460859.32659275,19.5283813576096,2460860.49961283,19.5345010162057
2460855.28356149,16.7204544422659,2460856.28580624,16.7509347076912,2460857.28379839,16.7339475048805,2460859.32659275,16.7362432831302,2460860.49961283,16.7495941362506
2460855.28356149,19.1414614795908,2460856.28580624,19.1411914970814,2460857.28379839,19.1747620178886,2460859.32659275,19.1855311979853,2460860.49961283,19.0740661692685
2460855.28356149,19.993428871652,2460856.28580624,19.9142749124784,2460857.28379839,20.2894221529126,2460859.32659275,19.8943898367684,2460860.49961283,20.1307507064044
2460855.28356149,17.3572034670491,2460856.28580624,17.3265671056831,2460857.28379839,17.377834588564,2460859.32659275,17.3789382231164,2460860.49961283,17.3090295295515
2460855.28356149,19.5726272574701,2460856.28580624,19.530585688904,2460857.28379839,19.8682578422166,2460859.32659275,19.7175691194273,2460860.49961283,19.9353197048333
2460855.28356149,14.6452206673018,2460856.28580624,14.640755343665,2460857.28379839,14.6911233373535,2460859.32659275,14.6317251008405,2460860.49961283,14.6840684951688
2460855.28356149,19.668712580967,2460856.28580624,19.5172998040825,2460857.28379839,19.577756794633,2460859.32659275,19.731328020196,2460860.49961283,19.5198862438863
2460855.28356149,13.355205620824,2460856.28580624,13.3320233090985,2460857.28379839,13.3764337054643,2460859.32659275,13.3254162180075,2460860.49961283,13.366725110473
2460855.28356149,13.1397020504768,2460856.28580624,13.1391565244505,2460857.28379839,13.140918892803,2460859.32659275,13.1196544344398,2460860.49961283,13.1031261795977
2460855.28356149,19.3764421969369,2460856.28580624,19.4829265138814,2460857.28379839,19.2094043147729,2460859.32659275,19.2468590057427,2460860.49961283,19.2392905006867
2460855.28356149,18.6365850528209,2460856.28580624,18.6145511938686,2460857.28379839,18.7358782349623,2460859.32659275,18.5918697709178,2460860.49961283,18.6120301492874
2460855.28356149,18.7364926147937,2460856.28580624,18.9577155996353,2460857.28379839,18.7763779858906,2460859.32659275,18.7974840980735,2460860.49961283,18.8131836565709
2460855.28356149,17.2791366278375,2460856.28580624,17.2678045036123,2460857.28379839,17.2854471618369,2460859.32659275,17.2627223971564,2460860.49961283,17.2772331239877
2460855.28356149,17.0502341471954,2460856.28580624,17.0270221018033,2460857.28379839,17.0862387020019,2460859.32659275,17.0312810543744,2460860.49961283,17.0492166777182
2460855.28356149,19.0568127464822,2460856.28580624,19.1044725861265,2460857.28379839,19.190333340361,2460859.32659275,19.2436808731255,2460860.49961283,19.1818123679429
2460855.28356149,19.9945355405583,2460856.28580624,20.0349281330472,2460857.28379839,20.086787918397,2460859.32659275,20.2646219143411,2460860.49961283,19.8949452637642
2460855.28356149,15.4498237067202,2460856.28580624,15.4296738844261,2460857.28379839,15.4422361841691,2460859.32659275,15.4110799643758,2460860.49961283,15.4363530484512
2460855.28356149,14.9346947108293,2460856.28580624,14.9282862667648,2460857.28379839,14.9840583814698,2460859.32659275,14.9364769339305,2460860.49961283,14.9686439791795
2460855.28356149,18.7866957609954,2460856.28580624,18.7451925468892,2460857.28379839,18.7181732926358,2460859.32659275,18.5947024943476,2460860.49961283,18.7777732363836
2460855.28356149,20.215011056655,2460856.28580624,20.0920047774965,2460857.28379839,20.0056755691115,2460859.32659275,20.0626921212284,2460860.49961283,20.0522531789381
2460855.28356149,19.9995651078695,2460856.28580624,19.7593350519961,2460857.28379839,19.8388658787322,2460859.32659275,19.7514444601395,2460860.49961283,19.6802364778766
2460855.28356149,15.9716772904269,2460856.28580624,15.9459475350854,2460857.28379839,15.9858634994487,2460859.32659275,15.9495288267568,2460860.49961283,15.9932329101492
2460855.28356149,13.1133179623608,2460856.28580624,13.1110092501259,2460857.28379839,13.1097461495892,2460859.32659275,13.080937228708,2460860.49961283,13.0648471634939
2460855.28356149,16.0469501264719,2460856.28580624,16.0388519374717,2460857.28379839,16.0563700846086,2460859.32659275,16.0185130334829,2460860.49961283,16.0192445799653
2460855.28356149,17.1847963484728,2460856.28580624,17.1733663223034,2460857.28379839,17.1906865450062,2460859.32659275,17.1657388377969,2460860.49961283,17.1920707425661
2460855.28356149,19.577379515309,2460856.28580624,19.7671200798017,2460857.28379839,19.6044287062205,2460859.32659275,19.631772872028,2460860.49961283,19.505133233099
2460855.28356149,18.0349513658862,2460856.28580624,17.9649025255628,2460857.28379839,18.0890421440474,2460859.32659275,18.026471040891,2460860.49961283,18.0460129475197
2460855.28356149,19.9949081589063,2460856.28580624,19.6897561948777,2460857.28379839,19.7339156886359,2460859.32659275,19.8020803525337,2460860.49961283,19.8192872130209
2460855.28356149,18.1633575689972,2460856.28580624,18.0438356002099,2460857.28379839,18.1300763165432,2460859.32659275,18.0268156496406,2460860.49961283,18.1086205924153
2460855.28356149,16.7400406089729,2460856.28580624,16.7423794611836,2460857.28379839,16.8121429112536,2460859.32659275,16.7839834157327,2460860.49961283,16.7775503170124
2460855.28356149,18.4448223050409,2460856.28580624,18.4319655062216,2460857.28379839,18.4241029518892,2460859.32659275,18.3922520041867,2460860.49961283,18.475958097901
2460855.28356149,17.9194761609306,2460856.28580624,17.8920557172248,2460857.28379839,17.9531709630783,2460859.32659275,17.9968417047458,2460860.49961283,17.9405860182045
2460855.28356149,18.2442415741531,2460856.28580624,18.2314784586348,2460857.28379839,18.2595340901028,2460859.32659275,18.2626708704638,2460860.49961283,18.2336551552833
2460855.28356149,18.4157079153216,2460856.28580624,18.3976416344002,2460857.28379839,18.5361125145152,2460859.32659275,18.4117857495807,2460860.49961283,18.4625298116753
2460855.28356149,18.9758654826666,2460856.28580624,18.9349809780735,2460857.28379839,18.9944564397518,2460859.32659275,18.8016359186835,2460860.49961283,18.9217039865972
2460855.28356149,19.1093039021018,2460856.28580624,19.1196891573379,2460857.28379839,19.1051464187253,2460859.32659275,19.2564596815402,2460860.49961283,19.2450805684103
2460855.28356149,10.7879117174752,2460856.28580624,10.7479407995418,2460857.28379839,10.817307510421,2460859.32659275,10.8245316087825,2460860.49961283,10.8078005443502
2460855.28356149,19.8937716400072,2460856.28580624,19.9142042576232,2460857.28379839,19.921395655288,2460859.32659275,19.9467654206195,2460860.49961283,19.84359107384
2460855.28356149,19.7523405285673,2460856.28580624,19.329210245005,2460857.28379839,19.62283011451,2460859.32659275,19.2240755189677,2460860.49961283,19.5213894634916
2460855.28356149,14.2411690274276,2460856.28580624,14.2454393313344,2460857.28379839,14.2331032178731,2460859.32659275,14.2184983629712,2460860.49961283,14.2396404165154
2460855.28356149,19.421756047757,2460856.28580624,19.2389469929444,2460857.28379839,19.4719986745062,2460859.32659275,19.5005405653191,2460860.49961283,19.5199597483886
2460855.28356149,18.7362378870964,2460856.28580624,18.7268695266041,2460857.28379839,18.7356634560667,2460859.32659275,18.7221719530509,2460860.49961283,18.8288794097535
2460855.28356149,16.2804229375244,2460856.28580624,16.2881027641414,2460857.28379839,16.2568358845768,2460859.32659275,16.2709389238773,2460860.49961283,16.249063269251
2460855.28356149,16.3905994247712,2460856.28580624,16.3766668042756,2460857.28379839,16.4326066055943,2460859.32659275,16.4031495842201,2460860.49961283,16.4378293233391
2460855.28356149,19.0257191476868,2460856.28580624,18.9855162641369,2460857.28379839,18.9494087637255,2460859.32659275,18.8856970198641,2460860.49961283,19.0790610564666
2460855.28356149,19.7071580575912,2460856.28580624,19.8988993859868,2460857.28379839,19.5669422801384,2460859.32659275,19.9478912915122,2460860.49961283,19.627093900912
2460855.28356149,18.7938426071545,2460856.28580624,18.7020636755969,2460857.28379839,18.6933606367769,2460859.32659275,18.8103734650312,2460860.49961283,18.686042475819
2460855.28356149,19.9604722368604,2460856.28580624,19.8177449675247,2460857.28379839,19.7967382688195,2460859.32659275,19.7928045983994,2460860.49961283,19.7694636828529
2460855.28356149,19.9139557983341,2460856.28580624,19.6778307844008,2460857.28379839,19.9083869567007,2460859.32659275,19.8790791853809,2460860.49961283,19.9347955985011
2460855.28356149,16.0653508523784,2460856.28580624,16.0528314798568,2460857.28379839,16.1138503981838,2460859.32659275,16.0552623063366,2460860.49961283,16.1008527022842
2460855.28356149,19.2734150166174,2460856.28580624,19.2664152130881,2460857.28379839,19.358704086392,2460859.32659275,19.4361036176052,2460860.49961283,19.3072135616291
2460855.28356149,13.2997214731847,2460856.28580624,13.2957457123088,2460857.28379839,13.3017897506448,2460859.32659275,13.2811223438075,2460860.49961283,13.308831721337
2460855.28356149,18.3267789847841,2460856.28580624,18.2543246904742,2460857.28379839,18.3557234243728,2460859.32659275,18.3507011606813,2460860.49961283,18.252587630864
2460855.28356149,17.3123344660789,2460856.28580624,17.2801252486496,2460857.28379839,17.2900713688755,2460859.32659275,17.2737617846758,2460860.49961283,17.3092526071263
2460855.28356149,17.5289571920468,2460856.28580624,17.5273173238075,2460857.28379839,17.5459535073665,2460859.32659275,17.5164541426505,2460860.49961283,17.497849659068
2460855.28356149,17.0707603453703,2460856.28580624,17.0424322468148,2460857.28379839,17.0863243286197,2460859.32659275,17.0366977882022,2460860.49961283,17.0874127452852
2460855.28356149,19.6290582955098,2460856.28580624,19.7647432196365,2460857.28379839,19.5775308956706,2460859.32659275,19.3870269869504,2460860.49961283,19.531858607526
2460855.28356149,14.9135859452517,2460856.28580624,14.8920051893947,2460857.28379839,14.9484013155737,2460859.32659275,14.9022592436713,2460860.49961283,14.9362337254827
2460855.28356149,19.5252622965428,2460856.28580624,19.3920476531753,2460857.28379839,19.4165620083712,2460859.32659275,19.2613911611338,2460860.49961283,19.2512308436432
2460855.28356149,18.6824808916524,2460856.28580624,18.6958713827585,2460857.28379839,18.7448781866884,2460859.32659275,18.6826857262531,2460860.49961283,18.6576560375406
2460855.28356149,12.7717629507011,2460856.28580624,12.7504553843601,2460857.28379839,12.7969544991784,2460859.32659275,12.7655374828843,2460860.49961283,12.8163467932355
2460855.28356149,19.4519510657975,2460856.28580624,19.3819374876487,2460857.28379839,19.4067791668053,2460859.32659275,19.243398355407,2460860.49961283,19.3700335832566
2460855.28356149,19.5915254074496,2460856.28580624,19.3623425345415,2460857.28379839,19.584606571152,2460859.32659275,19.3907375414487,2460860.49961283,19.5272177208489
2460855.28356149,17.9505007383709,2460856.28580624,17.9388194937447,2460857.28379839,17.9769477997156,2460859.32659275,17.9877204646077,2460860.49961283,17.9030859266953
2460855.28356149,19.9359033495676,2460856.28580624,19.784387116944,2460857.28379839,19.9014424481998,2460859.32659275,19.7168263991409,2460860.49961283,19.9308921471437
2460855.28356149,20.0158781526488,2460856.28580624,19.9103272905053,2460857.28379839,19.9254887872498,2460859.32659275,20.0453662888691,2460860.49961283,19.9578182845998
2460855.28356149,14.1899921752216,2460856.28580624,14.1816568062024,2460857.28379839,14.2102421792506,2460859.32659275,14.1537485404905,2460860.49961283,14.1939914398746
2460855.28356149,19.6312416346699,2460856.28580624,19.6743840592868,2460857.28379839,19.5050618566103,2460859.32659275,19.5931413456812,2460860.49961283,19.687553538724
2460855.28356149,15.033840335822,2460856.28580624,15.0154631534745,2460857.28379839,15.0668551685755,2460859.32659275,15.0229322536475,2460860.49961283,15.0680270817228
2460855.28356149,18.9872881136918,2460856.28580624,18.9275609771945,2460857.28379839,19.0531701006482,2460859.32659275,18.943175004732,2460860.49961283,18.8982634121007
2460855.28356149,16.8715348719936,2460856.28580624,16.8772195302283,2460857.28379839,16.835632142088,2460859.32659275,16.8378406337367,2460860.49961283,16.8304489472551
2460855.28356149,20.0525734680781,2460856.28580624,20.0007558130386,2460857.28379839,20.0703510177652,2460859.32659275,19.8284538098302,2460860.49961283,19.9776245906982
2460855.28356149,17.5509661797709,2460856.28580624,17.5920568787623,2460857.28379839,17.5304855644279,2460859.32659275,17.6032676553193,2460860.49961283,17.5418248567387
2460855.28356149,17.2847310545675,2460856.28580624,17.2986120412711,2460857.28379839,17.3014430435085,2460859.32659275,17.2190309988101,2460860.49961283,17.275290110585
2460855.28356149,16.9619841543153,2460856.28580624,16.9791458765555,2460857.28379839,17.0282592856139,2460859.32659275,17.0034412352307,2460860.49961283,17.0460390133626
2460855.28356149,19.1047837990907,2460856.28580624,19.004519609852,2460857.28379839,19.0756853674376,2460859.32659275,19.2133010779207,2460860.49961283,19.0280625568732
2460855.28356149,19.3021486804785,2460856.28580624,19.3539026580705,2460857.28379839,19.485205065777,2460859.32659275,19.3109957410358,2460860.49961283,19.2944641617231
2460855.28356149,17.3325618199317,2460856.28580624,17.342300086628,2460857.28379839,17.3597414628685,2460859.32659275,17.3435738201814,2460860.49961283,17.354455319051
2460855.28356149,17.5124507263072,2460856.28580624,17.510435396411,2460857.28379839,17.5103824895968,2460859.32659275,17.4921344655377,2460860.49961283,17.4270716763507
2460855.28356149,19.2783822817704,2460856.28580624,19.1052535246133,2460857.28379839,19.1119913786502,2460859.32659275,18.961287861393,2460860.49961283,19.054058864381
2460855.28356149,20.0489651478147,2460856.28580624,19.971229125135,2460857.28379839,20.0106374092188,2460859.32659275,20.0350978080173,2460860.49961283,20.112466096549
2460855.28356149,19.9641172113957,2460856.28580624,19.9545358298265,2460857.28379839,20.142307376923,2460859.32659275,19.8447834137996,2460860.49961283,19.8788983764707
2460855.28356149,16.2026507615549,2460856.28580624,16.1775331125263,2460857.28379839,16.2218930128919,2460859.32659275,16.1767365830302,2460860.49961283,16.2363532345588
2460855.28356149,10.4545186468564,2460856.28580624,10.4263764653955,2460857.28379839,10.4871622150067,2460859.32659275,10.55819231421,2460860.49961283,10.5037068101548
2460855.28356149,19.6345330065723,2460856.28580624,19.6026513320437,2460857.28379839,19.510720563614,2460859.32659275,19.3899985325722,2460860.49961283,19.7910486988839
2460855.28356149,19.4767945497927,2460856.28580624,19.4877562615725,2460857.28379839,19.6719516312154,2460859.32659275,19.3594467748716,2460860.49961283,19.3097017312444
