XPEAK,YPEAK,X1,Y1,X2,Y2,XY,SN_1,SN_2,SN_3,SN_4,SN_5,BACK_IM,VAR_IM,BACK_ANNULUS,STD_ANNULUS,FLUX_APER_1,FLUX_APER_2,FLUX_APER_3,FLUXERR_APER_1,FLUXERR_APER_2,FLUXERR_APER_3,MAG_APER_1,MAG_APER_2,MAG_APER_3,MAGERR_APER_1,MAGERR_APER_2,MAGERR_APER_3,FLAGS,X,Y,FLUX_PSF,MAG_PSF,MAGERR_PSF,PSF_CHI2DOF,SN,RA,Dec,APC_MAG_APER_1,APC_MAG_APER_2,APC_MAG_PSF,MergedCatMask,Nobs,DistMP,JD,CropID,MAG_ZP,MAG_PSF_AB,MAG_APER3_AB,FIELD_CORRECTION_MAG,SOURCE_ID_P,RA_P,Dec_P,JD_P,MAG_PSF_AB_P,MAG_PSF_AB_ERR_P,MAG_APER_AB_P,MAG_APER_AB_ERR_P,AB_ZP_P,SN_P,MAG_PSF_LAST_P,MAG_PSF_LAST_ERR_P,MAG_APER_LAST_P,MAG_APER_LAST_ERR_P,LAST_FLAGS_P,LAST_X_P,LAST_Y_P,FWHM_P,ELLIPTICITY_P,FLUX_APER_3_P,FLUX_PSF_P,FIELD_CORR_P,LAST_X2_P,LAST_Y2_P,LAST_XY_P,LAST_BACK_IM_P,LAST_BACK_ANNULUS_P
2,733,1.38811647891998,733.361999511719,0.58771938085556,0.766639947891235,-0.413105905056,7.87145853042603,9.13827514648438,8.60558891296387,4.16598081588745,0.155075505375862,190.56005859375,12.5360450744629,190.56005859375,4.80174207687378,94.6559219360352,89.6035537719727,-10.0968065261841,0.114620886743069,0.118456847965717,-0.570270478725433,18.9944856102453,19.7631458293393,27.2546322886219,0.124478280544281,0.1286441385746,-0.619313716888428,679477280,1.59336996078491,733.501403808594,154.935836791992,19.2388526301594,0.0907086879014969,10.5484828948975,11.9723920822144,336.33048893475,76.1924605244673,-0.798699169192108,-0.0895812922805508,-0.0193970626965401,0,NaN,NaN,2460112.43733135,1,21.2234891719983,19.0006844559965,21.9656040750587-3.4109408846046i,0.00797657389085888,899,336.33048893475,76.1924605244673,2460112.43501602,18.9963938748298,0.0907086898376234,NaN,0.0907086898376234,21.2191985908316,11.9723920822144,19.2388526301594,0.0907086898376234,27.2546322886219,-0.619313716888428,679477280,1.59336996078491,733.501403808594,3.64561738897677,0.139805857866945,-0.504840326309204,7.74679183959961,0.00324282325745625,0.58771938085556,0.766639947891235,-0.413105905056,190.56005859375,190.56005859375
1562,540,1562.32446289062,539.682678222656,1.34394598007202,0.997620761394501,0.00857966672629118,11.3801565170288,29.3125991821289,32.7691993713379,29.5164737701416,19.8102016448975,189.928344726562,9.3231372833252,190.399230957031,4.62639379501343,250.831970214844,509.480102539062,542.684326171875,0.0657793283462524,0.0452243573963642,0.043764915317297,17.9365017639898,17.8762718691249,17.8973035303281,0.0714363530278206,0.0491136536002159,0.0475286990404129,134217732,1562.39855957031,539.769348144531,547.647521972656,17.8680201869221,0.0467998944222927,0.366260200738907,23.2051811218262,338.634284975535,76.1932750212454,-0.798699169192108,-0.0895812922805508,-0.0193970626965401,71,18,NaN,2460112.43733135,1,21.2121207754817,17.6184429474193,17.6283275685121+0i,-0.00339182262568824,900,338.634284975535,76.1932750212454,2460112.43501602,17.6163686323975,0.0467998932780808,17.6262532534902,0.0467998932780808,21.2100464604599,23.2051811218262,17.8680201869221,0.0467998932780808,17.8973035303281,0.0475286990404129,134217732,1562.39855957031,539.769348144531,3.64561738897677,0.139805857866945,27.1342163085938,27.3823760986328,-0.00590930711423392,1.34394598007202,0.997620761394501,0.00857966672629118,189.928344726562,190.399230957031
701,641,700.651611328125,641.255065917969,1.20390617847443,0.986721158027649,0.0246125664561987,4.5693244934082,10.1987457275391,10.9408111572266,9.93636608123779,7.30996036529541,190.445220947266,10.2866048812866,190.985244750977,3.17654871940613,89.8171157836914,161.095794677734,154.834823608398,0.111285887658596,0.0812176167964935,0.0829420909285545,19.0514439188624,19.1263417778166,19.258958518283,0.12085647135973,0.0882023349404335,0.0900751128792763,134217860,700.701599121094,641.384399414062,190.758544921875,19.0130378108234,0.0807221308350563,0.323354244232178,13.4535598754883,337.363571102025,76.1936917453292,-0.798699169192108,-0.0895812922805508,-0.0193970626965401,71,NaN,NaN,2460112.43733135,1,21.2155310962832,18.7668960828431,18.9934344762278+0i,1.84981758004482e-05,901,337.363571102025,76.1936917453292,2460112.43501602,18.7640013967468,0.0807221293137914,18.9905397901316,0.0807221293137914,21.212636410187,13.4535598754883,19.0130378108234,0.0807221293137914,19.258958518283,0.0900751128792763,134217860,700.701599121094,641.384399414062,3.64561738897677,0.139805857866945,7.74174118041992,9.53792724609375,-0.00331935738715388,1.20390617847443,0.986721158027649,0.0246125664561987,190.445220947266,190.985244750977
1712,526,1712.09594726562,525.463073730469,1.3715842962265,1.10065174102783,0.101170189678669,9.97336006164551,25.7725429534912,28.4318428039551,25.9254589080811,17.5207786560059,189.825622558594,9.2586498260498,189.593292236328,3.20147633552551,231.720169067383,483.826721191406,558.282958984375,0.0671299919486046,0.0459417067468166,0.0427093766629696,18.0225464319807,17.9323648569937,17.8665360004434,0.0729031711816788,0.0498926937580109,0.0463823825120926,201326596,1712.22717285156,525.543273925781,471.752716064453,18.0299884181232,0.050488568842411,0.574478209018707,21.5098190307617,338.854641430164,76.1937189190656,-0.798699169192108,-0.0895812922805508,-0.0193970626965401,71,10,NaN,2460112.43733135,1,21.2101973763698,17.7784863424124,17.5956364363837+0i,-0.0053152217376203,902,338.854641430164,76.1937189190656,2460112.43501602,17.7755825099277,0.0504885698223163,17.592732603899,0.0504885698223163,21.2072935438851,21.5098190307617,18.0299884181232,0.0504885698223163,17.8665360004434,0.0463823825120926,201326596,1712.22717285156,525.543273925781,3.64561738897677,0.139805857866945,27.9141479492188,23.5876358032227,-0.00866222368899885,1.3715842962265,1.10065174102783,0.101170189678669,189.825622558594,189.593292236328
1119,592,1119.01538085938,591.770385742188,1.23493683338165,1.05599594116211,-0.0423939600586891,7.92719411849976,15.7635345458984,16.7299308776855,14.627161026001,9.92417049407959,192.006378173828,12.6594190597534,191.739181518555,3.01069617271423,152.645050048828,314.457672119141,344.451049804688,0.0833076387643814,0.0571991689503193,0.0545854158699512,18.4757228357162,18.4001776533073,18.3908474803803,0.0904720947146416,0.062118299305439,0.0592797622084618,671088644,1118.93737792969,591.759460449219,317.927368164062,18.4584494929523,0.0621075853705406,0.317630439996719,17.4857864379883,337.980455330039,76.1942191460432,-0.798699169192108,-0.0895812922805508,-0.0193970626965401,71,NaN,NaN,2460112.43733135,1,21.21469726663,18.2114524684737,18.1244534739994+0i,-0.000815331477426919,903,337.980455330039,76.1942191460432,2460112.43501602,18.20819036078,0.0621075868592699,18.1211913663057,0.0621075868592699,21.2114351589363,17.4857864379883,18.4584494929523,0.0621075868592699,18.3908474803803,0.0592797622084618,671088644,1118.93737792969,591.759460449219,3.64561738897677,0.139805857866945,17.2225524902344,15.8963684082031,-0.00452060863777693,1.23493683338165,1.05599594116211,-0.0423939600586891,192.006378173828,191.739181518555
816,630,815.6015625,629.980224609375,0.818842351436615,0.866869330406189,0.199015736579895,2.83549571037292,5.21861410140991,5.11322021484375,3.92242074012756,1.75943231582642,190.266738891602,9.87978744506836,190.264434814453,2.90502619743347,47.2662467956543,73.1150360107422,52.5772705078125,0.157905638217926,0.123514086008072,0.148568049073219,19.7481127900714,19.9838743317123,20.4312877740517,0.171485528349876,0.1341363042593,0.161344900727272,132,815.231079101562,629.975769042969,85.3438034057617,19.8861991267414,0.12417383491993,0.898003756999969,8.74580383300781,337.532116526805,76.1947504895569,-0.798699169192108,-0.0895812922805508,-0.0193970626965401,65,NaN,NaN,2460112.43733135,1,21.2152567876528,19.6399017928397,20.1658366857458+0i,-0.000255810454601566,904,337.532116526805,76.1947504895569,2460112.43501602,19.6366075966163,0.124173834759624,20.1625424895225,0.124173834759624,21.2119625914295,8.74580383300781,19.8861991267414,0.124173834759624,20.4312877740517,0.161344900727272,132,815.231079101562,629.975769042969,3.64561738897677,0.139805857866945,2.62886352539063,4.26719017028809,-0.00399317614464533,0.818842351436615,0.866869330406189,0.199015736579895,190.266738891602,190.264434814453
125,723,125.400039672852,722.536376953125,1.1564245223999,0.925774455070496,-0.0192935895174742,56.5392036437988,143.722183227539,154.041381835938,132.247314453125,87.1893463134766,190.442932128906,11.7359886169434,190.108154296875,3.34495282173157,1469.41735839844,2670.54052734375,2859.55078125,0.0261863283813,0.0193913616240025,0.018736956641078,16.0171128262592,16.0775960358475,16.092930746899,0.0284383520483971,0.0210590194910765,0.020348334684968,134217732,125.34546661377,722.52685546875,2936.3447265625,16.0447608332844,0.020081328228116,0.441455513238907,54.0800857543945,336.512289079445,76.1948490529459,-0.798699169192108,-0.0895812922805508,-0.0193970626965401,71,20,NaN,2460112.43733135,1,21.2208562850046,15.8039136732553,15.8326867407716+0i,0.00534368689716512,905,336.512289079445,76.1948490529459,2460112.43501602,15.8016980952331,0.0200813291038791,15.8304711627494,0.0200813291038791,21.2186407069825,54.0800857543945,16.0447608332844,0.0200813291038791,16.092930746899,0.020348334684968,134217732,125.34546661377,722.52685546875,3.64561738897677,0.139805857866945,142.9775390625,146.817236328125,0.00268493940835816,1.1564245223999,0.925774455070496,-0.0192935895174742,190.442932128906,190.108154296875
936,616,935.972717285156,616.181091308594,0.901563405990601,0.996103644371033,-0.0695399269461632,2.9703528881073,9.77334308624268,10.3863935470581,7.74323272705078,2.88732933998108,190.459243774414,9.95346736907959,190.60400390625,3.92526650428772,92.5282211303711,156.598571777344,81.4578323364258,0.112281657755375,0.0837499126791954,0.120823614299297,19.0191639173835,19.1570803573686,19.9561796992944,0.12193787842989,0.0909524038434029,0.131214439868927,134234116,935.835327148438,616.284729003906,176.45735168457,19.0976439814777,0.0840283036231995,0.735888838768005,12.9242162704468,337.709908612597,76.1951552104639,-0.798699169192108,-0.0895812922805508,-0.0193970626965401,67,NaN,NaN,2460112.43733135,1,21.2150489119387,18.8510245087462,19.6902917787215+0i,-0.000463686168710588,906,337.709908612597,76.1951552104639,2460112.43501602,18.8475420133327,0.0840283060322433,19.686809283308,0.0840283060322433,21.2115664165253,12.9242162704468,19.0976439814777,0.0840283060322433,19.9561796992944,0.131214439868927,134234116,935.835327148438,616.284729003906,3.64561738897677,0.139805857866945,4.07289161682129,8.82286758422851,-0.00438935104884787,0.901563405990601,0.996103644371033,-0.0695399269461632,190.459243774414,190.60400390625
1169,589,1168.7431640625,589.140258789062,1.04677867889404,1.25148844718933,-0.0729620605707169,4.2104868888855,10.80091381073,12.3341188430786,11.8882904052734,9.40124416351318,192.024841308594,13.2348575592041,193.317413330078,4.940345287323,94.2222900390625,200.842468261719,167.200714111328,0.115595877170563,0.0747267976403236,0.0827881842851639,18.999469828691,18.8869283305865,19.175541258013,0.125537127256393,0.0811533033847809,0.0899079665541649,134217732,1168.76770019531,589.354675292969,230.205413818359,18.8089705805988,0.0736055448651314,0.813181638717651,14.7543239593506,338.053362913758,76.1953965223384,-0.798699169192108,-0.0895812922805508,-0.0193970626965401,67,NaN,NaN,2460112.43733135,1,21.2145761315313,18.5618622885321,18.9090558007635+0i,-0.000936466576117427,907,338.053362913758,76.1953965223384,2460112.43501602,18.5587523998249,0.0736055411953826,18.9059459120563,0.0736055411953826,21.2114662428241,14.7543239593506,18.8089705805988,0.0736055411953826,19.175541258013,0.0899079665541649,134217732,1168.76770019531,589.354675292969,3.64561738897677,0.139805857866945,8.36003570556641,11.510270690918,-0.0044895247499673,1.04677867889404,1.25148844718933,-0.0729620605707169,192.024841308594,193.317413330078
232,710,231.7880859375,709.612121582031,1.46418380737305,1.11531782150269,-0.0780039429664612,3.23894429206848,7.12871885299683,7.93189716339111,7.07858848571777,4.24358654022217,190.204208374023,10.2408180236816,190.240295410156,3.04469847679138,62.2207336425781,151.559387207031,131.965484619141,0.135890886187553,0.0836758464574814,0.0900558307766914,19.4498580844822,19.1925897552013,19.4324621807394,0.147577509284019,0.0908719673752785,0.0978006348013878,134217732,231.254028320312,709.872314453125,133.984252929688,19.3965827326984,0.0973411425948143,0.531196057796478,11.1566390991211,336.668563189615,76.1956529397257,-0.798699169192108,-0.0895812922805508,-0.0193970626965401,67,NaN,NaN,2460112.43733135,1,21.2191297566319,19.1540703481561,19.170553853375+0i,0.00361715852444771,908,336.668563189615,76.1956529397257,2460112.43501602,19.1526042081937,0.0973411428254907,19.1690877134125,0.0973411428254907,21.2176636166694,11.1566390991211,19.3965827326984,0.0973411428254907,19.4324621807394,0.0978006348013878,134217732,231.254028320312,709.872314453125,3.64561738897677,0.139805857866945,6.59827423095703,6.69921264648437,0.00170784909531552,1.46418380737305,1.11531782150269,-0.0780039429664612,190.204208374023,190.240295410156
184,717,183.623275756836,717.098510742188,1.13229298591614,0.931317210197449,-0.0381940007209778,62.0819396972656,127.579582214355,130.820053100586,110.347473144531,73.2596893310547,190.273773193359,10.6071996688843,189.994659423828,2.93689775466919,1153.90075683594,2081.2392578125,2272.662109375,0.0295483265072107,0.0219652969390154,0.0210162457078695,16.2795542829413,16.3482888469527,16.3423380246147,0.0320894829928875,0.023854311555624,0.0228236429393291,134217732,183.550338745117,717.086486816406,2294.955078125,16.3123427729816,0.0227218680083752,0.606145977973938,47.7953643798828,336.597867554823,76.1958283511111,-0.798699169192108,-0.0895812922805508,-0.0193970626965401,71,20,NaN,2460112.43733135,1,21.2198518734524,16.0704913901224,16.0810896843669+0i,0.00433927534498338,909,336.597867554823,76.1958283511111,2460112.43501602,16.0687898481039,0.0227218688274527,16.0793881423484,0.0227218688274527,21.2181503314339,47.7953643798828,16.3123427729816,0.0227218688274527,16.3423380246147,0.0228236429393291,134217732,183.550338745117,717.086486816406,3.64561738897677,0.139805857866945,113.63310546875,114.74775390625,0.00219456385982973,1.13229298591614,0.931317210197449,-0.0381940007209778,190.273773193359,189.994659423828
