Field_Number,Success,Num_Calibrators,Time_Seconds,Norm_,Tau_aod500,Pwv_cm,Alpha,Dobson_units
1,1,116,2.433502,0.444560882854142,0.0833532951854237,1.09087646833399,NaN,NaN
2,1,116,2.198792,0.444560882854142,0.0833532951854237,1.09087646833399,NaN,NaN
3,1,116,2.231319,0.444560882854142,0.0833532951854237,1.09087646833399,NaN,NaN
4,1,116,2.217393,0.444560882854142,0.0833532951854237,1.09087646833399,NaN,NaN
5,1,116,2.269651,0.444560882854142,0.0833532951854237,1.09087646833399,NaN,NaN
6,1,116,2.208176,0.444560882854142,0.0833532951854237,1.09087646833399,NaN,NaN
7,1,116,2.231852,0.444560882854142,0.0833532951854237,1.09087646833399,NaN,NaN
8,1,116,2.208072,0.444560882854142,0.0833532951854237,1.09087646833399,NaN,NaN
9,1,116,2.191158,0.444560882854142,0.0833532951854237,1.09087646833399,NaN,NaN
10,1,116,2.174719,0.444560882854142,0.0833532951854237,1.09087646833399,NaN,NaN
11,1,116,2.185148,0.444560882854142,0.0833532951854237,1.09087646833399,NaN,NaN
12,1,116,2.19397,0.444560882854142,0.0833532951854237,1.09087646833399,NaN,NaN
13,1,116,2.206162,0.444560882854142,0.0833532951854237,1.09087646833399,NaN,NaN
14,1,116,2.20393,0.444560882854142,0.0833532951854237,1.09087646833399,NaN,NaN
15,1,116,2.211473,0.444560882854142,0.0833532951854237,1.09087646833399,NaN,NaN
16,1,116,2.192914,0.444560882854142,0.0833532951854237,1.09087646833399,NaN,NaN
17,1,116,2.196454,0.444560882854142,0.0833532951854237,1.09087646833399,NaN,NaN
18,1,116,2.201773,0.444560882854142,0.0833532951854237,1.09087646833399,NaN,NaN
19,1,116,2.183508,0.444560882854142,0.0833532951854237,1.09087646833399,NaN,NaN
20,1,116,2.19271,0.444560882854142,0.0833532951854237,1.09087646833399,NaN,NaN
21,1,116,2.186653,0.444560882854142,0.0833532951854237,1.09087646833399,NaN,NaN
22,1,116,2.264866,0.444560882854142,0.0833532951854237,1.09087646833399,NaN,NaN
23,1,116,2.244291,0.444560882854142,0.0833532951854237,1.09087646833399,NaN,NaN
24,1,116,2.20136,0.444560882854142,0.0833532951854237,1.09087646833399,NaN,NaN
