XPEAK,YPEAK,X1,Y1,X2,Y2,XY,SN_1,SN_2,SN_3,SN_4,SN_5,BACK_IM,VAR_IM,BACK_ANNULUS,STD_ANNULUS,FLUX_APER_1,FLUX_APER_2,FLUX_APER_3,FLUXERR_APER_1,FLUXERR_APER_2,FLUXERR_APER_3,MAG_APER_1,MAG_APER_2,MAG_APER_3,MAGERR_APER_1,MAGERR_APER_2,MAGERR_APER_3,FLAGS,X,Y,FLUX_PSF,MAG_PSF,MAGERR_PSF,PSF_CHI2DOF,SN,RA,Dec,APC_MAG_APER_1,APC_MAG_APER_2,APC_MAG_PSF,MergedCatMask,Nobs,DistMP,JD,CropID,DIFF_MAG
1148,951,1147.83837890625,950.536315917969,1.26739883422852,0.980282545089722,0.0433990284800529,302.582733154297,686.347961425781,727.933898925781,635.747375488281,433.536865234375,190.568084716797,10.0148029327393,190.825958251953,3.53973054885864,6062.93359375,11876.939453125,12960.9658203125,0.0128560308367014,0.00918071903288364,0.00878802221268415,14.4782250043734,14.4572600844938,14.4521109978013,0.0139616494998336,0.00997026078402996,0.00954379234462976,134217732,1147.86279296875,950.553894042969,12547.412109375,14.4678903622088,0.00969897862523794,0.89467865228653,111.970558166504,337.962116814575,76.3201045440272,-0.798772354908582,-0.0896829691300152,-0.019428481042814,71,20,NaN,2460112.43733135,1,-0.0122194883538274
1104,959,1104.25659179688,959.079772949219,1.26367628574371,0.986560583114624,0.0488151460886002,1446.05090332031,3869.77905273438,4252.0576171875,3746.58959960938,2536.00952148438,190.555450439453,10.0280885696411,193.559326171875,20.5232048034668,35172.54296875,68910.25,74853.125,0.00536393001675606,0.00382103747688234,0.00366533338092268,12.5694226396369,12.5483118844896,12.5481795769794,0.00582522805780172,0.00414964649826288,0.0039805518463254,134217740,1104.29260253906,959.100952148438,72729.8359375,12.5599943203387,0.00402720272541046,5.45887994766235,269.666076660156,337.896705990418,76.3212923345767,-0.798772354908582,-0.0896829691300152,-0.019428481042814,71,20,NaN,2460112.43733135,1,0.00465242753151092
1031,987,1031.10241699219,986.512268066406,1.24783790111542,0.976862490177155,0.0431163981556892,163.39030456543,397.414520263672,427.941833496094,376.17578125,257.092712402344,190.504653930664,10.2020902633667,191.093276977539,2.83945274353027,3638.51635742188,7042.95458984375,7700.771484375,0.0165965743362904,0.0119226006790996,0.0114014502614737,15.0326211514497,15.0246342059637,15.0173688088776,0.0180238801985979,0.0129479439929128,0.0123819746077061,671088644,1031.13073730469,986.521789550781,7487.0458984375,15.0284992260394,0.0125594399869442,0.461390942335129,86.4688262939453,337.78456348441,76.3277871330743,-0.798772354908582,-0.0896829691300152,-0.019428481042814,71,20,NaN,2460112.43733135,1,-0.0104990448363527
1375,955,1374.99365234375,954.859985351562,1.29456686973572,1.00602650642395,0.0460176058113575,137.500549316406,335.680541992188,361.792602539062,317.745025634766,217.951126098633,190.323959350586,9.55689811706543,190.483459472656,3.15815162658691,2863.69409179688,5731.33544921875,6285.43505859375,0.0187193900346756,0.0132205542176962,0.0126234078779817,15.2926153715314,15.2483818453724,15.2378660311143,0.0203292574733496,0.0143575221300125,0.0137090208008885,671088772,1375.04992675781,954.886779785156,5969.65234375,15.2744041485247,0.0140670379623771,0.995510756969452,77.2017517089844,338.295075223454,76.3306303875391,-0.798772354908582,-0.0896829691300152,-0.019428481042814,71,20,NaN,2460112.43733135,1,0.00129581882577687
555,1057,555.112121582031,1057.44763183594,1.16993641853333,0.937463939189911,0.017014654353261,400.374725341797,1020.18804931641,1104.32824707031,957.908508300781,641.626403808594,190.086486816406,9.29340934753418,190.413314819336,3.19365525245667,9230.724609375,16883.34765625,18197.158203125,0.0104141039773822,0.0076984241604805,0.00741514936089516,14.021842564034,14.0753750361318,14.0836954873544,0.0113097168505192,0.0083604883402586,0.00805285200476646,134217732,555.071472167969,1057.43237304688,18509.23046875,14.0458055538592,0.00798444263637066,1.1775187253952,136.014495849609,337.07295953249,76.3314977752064,-0.798772354908582,-0.0896829691300152,-0.019428481042814,71,20,NaN,2460112.43733135,1,-0.00183619705389018
746,1033,746.381591796875,1032.92297363281,1.20550441741943,0.9678675532341,0.0106220152229071,375.545166015625,971.815307617188,1055.28942871094,922.220275878906,622.811157226562,190.021331787109,9.10194778442383,190.578338623047,3.00885772705078,8521.7255859375,16094.984375,17525.5546875,0.0108384415507317,0.0078845489770174,0.00755572691559792,14.1086131850619,14.1272950457486,14.1245249831372,0.0117705473676324,0.00856261979788542,0.00820551905781031,134217732,746.375427246094,1032.91882324219,17313.56640625,14.1183095974383,0.00825563818216324,0.362487256526947,131.546463012695,337.358248212989,76.3316376828173,-0.798772354908582,-0.0896829691300152,-0.019428481042814,71,20,NaN,2460112.43733135,1,-0.00358413575666031
587,1056,586.880493164062,1055.7470703125,1.19050204753876,0.951076805591583,-0.00864496640861034,136.581481933594,307.534851074219,321.666046142578,273.701477050781,183.421905517578,190.07568359375,9.31110954284668,190.44189453125,4.45858192443848,2591.1201171875,4825.98095703125,5175.26123046875,0.0197204034775496,0.0144244693219662,0.0139272818341851,15.4012130355999,15.43505739214,15.4488736858928,0.0214163586497307,0.0156649742275476,0.0151250278577209,671088644,586.858520507812,1055.74450683594,5240.68212890625,15.4158063930926,0.0150148617103696,0.25964018702507,72.3283386230469,337.119909591943,76.3323715458081,-0.798772354908582,-0.0896829691300152,-0.019428481042814,71,20,NaN,2460112.43733135,1,0.00494371668615195
233,1106,232.508880615234,1106.16296386719,1.12680053710938,0.929070293903351,-0.00761598534882069,624.3603515625,1271.47485351562,1304.6904296875,1103.54040527344,741.159851074219,190.241760253906,10.2443380355835,190.485641479492,3.15727829933167,11448.11328125,20436.6875,22171.07421875,0.00935022532939911,0.00699681928381324,0.00671744672581553,13.7880972589016,13.8679951855346,13.8692375759248,0.0101543450728059,0.00759854586794972,0.00729514705017209,134217728,232.447448730469,1106.14489746094,22730.904296875,13.8227344555316,0.00720475614070892,3.84586977958679,150.733764648438,336.590291771095,76.3330612501967,-0.798772354908582,-0.0896829691300152,-0.019428481042814,131143,20,NaN,2460112.43733135,1,-0.00616040874336592
979,1008,978.919067382812,1008.21203613281,1.23742878437042,0.980843424797058,0.0485676154494286,202.604919433594,479.272491455078,513.747802734375,446.193176269531,299.866821289062,190.440689086914,10.1292991638184,190.095794677734,3.07839488983154,4274.7119140625,8275.640625,8980.9033203125,0.015311841852963,0.0109988609328866,0.0105576924979687,14.8576648742314,14.8495173753919,14.8504043510774,0.016628660261631,0.0119447633624077,0.0114656537771225,134217732,978.930725097656,1008.22790527344,8760.8251953125,14.8579135937152,0.0116093587130308,0.7452033162117,93.5452194213867,337.704107657997,76.333133410713,-0.798772354908582,-0.0896829691300152,-0.019428481042814,71,20,NaN,2460112.43733135,1,-0.00614707596386893
1058,1002,1057.77893066406,1002.17724609375,1.25116968154907,1.00160610675812,0.0144975148141384,5226.41748046875,12222.5634765625,13057.2255859375,11414.5166015625,7783.27490234375,190.493194580078,10.1786117553711,197.438293457031,5.14389371871948,108446.5625,211956.8125,232592.828125,0.00303700193762779,0.00217221793718636,0.00207360740751028,11.346892586445,11.3284029989895,11.3172136191682,0.00329818413592875,0.00235902867279947,0.00225193775258958,134217860,1057.79370117188,1002.19866943359,223269.40625,11.3422046703753,0.00229839747771621,10.8498344421387,472.503143310547,337.820991835418,76.3343436586426,-0.798772354908582,-0.0896829691300152,-0.019428481042814,71,20,NaN,2460112.43733135,1,-0.000720716430563858
1531,958,1530.66906738281,957.580810546875,1.30631923675537,1.01709055900574,0.0843230709433556,720.289733886719,1630.98168945312,1734.35888671875,1525.36096191406,1048.94970703125,190.056274414062,9.22466659545898,190.729522705078,23.7429943084717,13613.3037109375,27630.2421875,30133.13671875,0.00874639581888914,0.00607705907896161,0.00581437023356557,13.6000232226344,13.5405597178983,13.5360935612641,0.00949858594685793,0.00659968610852957,0.00631440617144108,671088772,1530.74609375,957.630859375,28566.466796875,13.5746351284442,0.00642645778134465,7.66013383865356,168.988891601562,338.523553736283,76.3375028641768,-0.798772354908582,-0.0896829691300152,-0.019428481042814,71,20,NaN,2460112.43733135,1,-0.000380331928066153
1309,983,1308.58679199219,983.114501953125,1.27449953556061,0.998257517814636,0.0524145290255547,167.249298095703,374.560974121094,397.794342041016,346.791168212891,235.411392211914,190.250915527344,9.58864784240723,190.573211669922,3.25600004196167,3196.134765625,6317.68505859375,6845.822265625,0.0177176669239998,0.0125917214900255,0.012095483019948,15.1733692485565,15.1426264907639,15.1451403454356,0.0192413870245218,0.0136746093630791,0.013135694898665,134217732,1308.63146972656,983.143188476562,6641.087890625,15.1586786312518,0.0133359357714653,0.972791850566864,81.4341049194336,338.192835703846,76.3378634232756,-0.798772354908582,-0.0896829691300152,-0.019428481042814,71,20,NaN,2460112.43733135,1,0.00771182575354269
31,1155,31.2387809753418,1154.49084472656,1.09077298641205,0.905577003955841,0.00083930091932416,213.690551757812,502.052062988281,527.365478515625,447.444274902344,297.813446044922,190.136917114258,10.8131608963013,190.293395996094,3.23747992515564,4887.14892578125,8479.994140625,9110.7822265625,0.0143198156729341,0.0108660189434886,0.0104826688766479,14.7122930835801,14.8230325529271,14.8348152397703,0.0155513202771544,0.0118004968389869,0.0113841779530048,671088676,31.1543273925781,1154.46313476562,9596.337890625,14.7590118450579,0.0110922995954752,2.81358551979065,97.9057540893555,336.285259991139,76.3397603951118,-0.798772354908582,-0.0896829691300152,-0.019428481042814,71,20,NaN,2460112.43733135,1,-0.0069549558931848
1706,946,1705.994140625,945.881225585938,1.32570433616638,1.03490340709686,0.0866748616099358,9685.1181640625,24506.330078125,26736.41015625,23701.78515625,16199.6728515625,190.116363525391,9.55300521850586,203.210418701172,328.596527099609,208619.015625,430371.96875,470402.1875,0.00269710551947355,0.00170485489070415,0.00161672628019005,10.636547333058,10.5594115063417,10.5525310859326,0.0029290565289557,0.00185147242154926,0.00175576470792294,201326724,1706.0927734375,945.930541992188,440694.15625,10.6039320034442,0.00163593445904553,178.76904296875,663.840759277344,338.783327823998,76.3398395452015,-0.798772354908582,-0.0896829691300152,-0.019428481042814,71,20,NaN,2460112.43733135,1,0.0170498948894841
1270,995,1270.16564941406,994.993835449219,1.28342080116272,1.02046644687653,0.0227637477219105,437.690551757812,1123.37548828125,1227.96826171875,1090.0185546875,747.798522949219,190.190933227539,9.57499122619629,191.009399414062,2.93607568740845,9789.8681640625,19614.40234375,21680.423828125,0.0101111996918917,0.0071418029256165,0.00679285638034344,13.9579899428909,13.9125837466541,13.8935349954764,0.0109807625412941,0.00775599805638194,0.00737704196944833,671088644,1270.21374511719,995.033508300781,20404.705078125,13.9399505657611,0.00760442763566971,1.80043613910675,142.811538696289,338.134388020067,76.3404795339188,-0.798772354908582,-0.0896829691300152,-0.019428481042814,71,20,NaN,2460112.43733135,1,0.0144630986662964
944,1057,944.161437988281,1056.7783203125,1.22954797744751,0.97772628068924,0.023269597440958,176.838775634766,431.466613769531,462.101257324219,401.411254882812,270.708190917969,190.274658203125,9.70944023132324,190.113250732422,3.02182936668396,3782.8134765625,7270.47607421875,7945.66015625,0.016278563067317,0.0117352176457644,0.0112249497324228,14.9903946678738,14.990114303926,14.9833794356158,0.0176785197108984,0.012744446285069,0.0121902953833342,134217732,944.173034667969,1056.78332519531,7736.97802734375,14.9928470653949,0.0123542528599501,0.270737558603287,87.9049530029297,337.644431024562,76.3485207359842,-0.798772354908582,-0.0896829691300152,-0.019428481042814,71,20,NaN,2460112.43733135,1,-0.0145771441542538
1028,1063,1028.29455566406,1062.97619628906,1.23713350296021,0.976222932338715,0.0590559765696526,11464.0908203125,30483.890625,33251.1796875,29043.40625,19526.673828125,190.37939453125,9.98223972320557,204.651672363281,8.42472743988037,276953.5,532654.75,575245.375,0.00190043135080487,0.0013702695723623,0.00131856102962047,10.3289149178844,10.3279069378651,10.3340715785728,0.00206386833451688,0.00148811272811145,0.00143195723649114,687865861,1028.318359375,1062.99572753906,566992.5,10.3303323788104,0.00144226476550102,58.068603515625,752.982421875,337.767063838624,76.3542323412514,-0.798772354908582,-0.0896829691300152,-0.019428481042814,1048647,20,NaN,2460112.43733135,1,0.0107273044491029
1125,1058,1124.861328125,1057.56579589844,1.24121081829071,0.983306467533112,0.0312186386436224,2076.9931640625,4699.55322265625,4969.09912109375,4317.40478515625,2940.28564453125,190.358200073242,10.0818977355957,192.828887939453,4.99236631393433,41608.3515625,80517.296875,87793.1796875,0.0049038790166378,0.00352470390498638,0.00337544665671885,12.3869807863626,12.3792984824546,12.3750524710558,0.00532561261206865,0.00382782844826579,0.00366573501378298,134217860,1124.87365722656,1057.58154296875,85535.3515625,12.3839117092547,0.00371349276974797,2.88373279571533,292.447052001953,337.91005170765,76.3563527168099,-0.798772354908582,-0.0896829691300152,-0.019428481042814,71,20,NaN,2460112.43733135,1,0.00376993331059586
