Gaia_RA,Gaia_Dec,LAST_RA,LAST_Dec,LAST_X,LAST_Y,LAST_idx,Var1
336.699615478516,75.9692764282227,336.699678056591,75.9693167673983,164.520950317383,66.7530899047852,13,45193.1175187888
337.282836914062,75.9734878540039,337.282761192931,75.9735038943996,566.650390625,24.7446346282959,23,121450.002007637
336.488311767578,75.9749298095703,336.488241550911,75.9749309658136,21.6380939483643,103.150482177734,28,9566.68762489265
337.517364501953,75.9770736694336,337.517442180862,75.9770893297515,729.273132324219,14.3751153945923,34,11381.6180280792
337.00927734375,75.9810638427734,337.009323354276,75.9810808424413,381.578094482422,70.9267501831055,43,14507.3207520082
336.828979492188,75.9862518310547,336.828807209826,75.9862557401885,259.646606445312,102.377952575684,52,80133.2397703657
336.72265625,75.9883422851562,336.722654573332,75.9883594467615,187.651550292969,118.392417907715,57,12549.3793870052
337.139221191406,75.9896621704102,337.139220610474,75.9896728241793,473.927276611328,83.3837509155273,62,18457.3470465921
336.678039550781,75.9901504516602,336.677935187849,75.9901612033764,157.690246582031,127.766456604004,64,60175.0550761689
337.257202148438,75.9904479980469,337.257380094326,75.9904322725564,555.318420410156,74.9270553588867,65,57307.2236812729
336.871215820312,75.9917526245117,336.871167135247,75.9917698220993,290.798187255859,113.994728088379,71,17793.497242737
337.673156738281,75.992073059082,337.673209964502,75.9920909328831,841.534484863281,43.6269798278809,74,20165.2873453751
338.098114013672,75.9940719604492,338.098091821789,75.9940746331671,1134.30749511719,14.6065216064453,80,26279.8805828551
336.667297363281,75.9969940185547,336.66716668552,75.9969686411912,152.956237792969,148.045715332031,87,23217.2925818452
338.392120361328,75.9978485107422,338.391916426087,75.9979243326365,1337.65698242188,2.83650970458984,89,69045.8593644513
337.981292724609,76.0003051757812,337.981437856706,76.0003182028597,1056.12475585938,41.6069946289062,97,17424.3474553619
337.060974121094,76.0016860961914,337.060898368318,76.0016937912651,424.626342773438,124.523529052734,103,17531.6838084763
337.760498046875,76.0071334838867,337.760533598578,76.0071373850926,906.630981445312,78.9766464233398,122,110695.599398256
337.715240478516,76.0102157592773,337.71528578582,76.0102235701306,876.611572265625,91.488899230957,135,19096.1188830457
337.332305908203,76.0130081176758,337.332278173489,76.0130189120446,614.826782226562,132.24885559082,144,10598.0548093733
338.395294189453,76.0152587890625,338.395372088711,76.0152628189557,1345.37036132812,51.7822723388672,151,12940.0134016664
337.880462646484,76.0200500488281,337.880412072312,76.0200474083388,993.244079589844,105.721328735352,171,49563.0686542847
338.584899902344,76.021369934082,338.584907077779,76.021336965896,1477.474609375,54.9642486572266,181,914451.360548614
336.635498046875,76.0220184326172,336.635544901547,76.0220220621397,141.07421875,221.916580200195,187,18321.5298296944
338.6298828125,76.0261611938477,338.629847424508,76.0261621350764,1509.79370117188,65.3947372436523,201,8386.93807916506
338.85986328125,76.0350112915039,338.859898201198,76.0350061757777,1670.42822265625,74.1597518920898,238,8523.65441851269
338.380798339844,76.0429306030273,338.38062479213,76.0429258836522,1343.76770019531,131.408401489258,271,237830.180845802
336.944030761719,76.0430755615234,336.94426206295,76.0431222223073,360.241638183594,252.47412109375,273,9213.12543211685
338.907867431641,76.0464553833008,338.907838093575,76.0464481427375,1706.60974121094,103.339431762695,284,15670.7938174374
338.454864501953,76.0499725341797,338.454886630229,76.0499906249953,1396.86608886719,145.900650024414,305,18439.7692197505
338.116363525391,76.0523071289062,338.116528312311,76.0522918262712,1165.669921875,178.296875,316,814553.422439638
337.641174316406,76.0533981323242,337.641214572034,76.053392004409,840.590393066406,220.045364379883,321,104067.578025667
338.698089599609,76.0552062988281,338.698152474743,76.055205706746,1565.25341796875,142.956085205078,327,16684.1756735738
337.8076171875,76.0553436279297,337.807744748966,76.0553468011202,955.222351074219,211.749069213867,328,21968.1830809322
337.538055419922,76.0672454833984,337.537964312515,76.0672414884943,774.770141601562,268.037384033203,370,9959.52904096531
338.140289306641,76.0733489990234,338.140256340299,76.0733359941268,1188.65698242188,236.148742675781,394,98279.2602528521
338.407836914062,76.0762023925781,338.407750109285,76.0762089038144,1372.59936523438,223.851593017578,401,29795.3550273631
336.859924316406,76.0787200927734,336.859935478393,76.0787344633388,316.146362304688,361.069580078125,410,13403.4466825815
338.500305175781,76.0805130004883,338.500424384845,76.0805002136308,1437.33325195312,229.150131225586,419,196581.36552276
338.228363037109,76.0810775756836,338.228423705207,76.0810925587969,1251.43103027344,251.326858520508,421,39556.3066265989
336.801055908203,76.0881958007812,336.801010451319,76.0881998113812,279.60595703125,393.360504150391,450,28324.0370492857
337.934722900391,76.0888519287109,337.934885310785,76.0888476022375,1053.29809570312,296.425689697266,454,821151.697264275
337.232391357422,76.0921783447266,337.232324664385,76.0921659616674,575.000854492188,365.228973388672,468,17762.3243197283
337.627655029297,76.0931930541992,337.627880739516,76.0932282049774,845.170532226562,334.083526611328,472,71555.9687694156
337.337219238281,76.0980834960938,337.337115643478,76.0980897079333,648.570373535156,372.781677246094,487,15077.5198938995
337.442413330078,76.0984268188477,337.44224581666,76.0984349018619,720.363647460938,364.635437011719,489,9261.12668896663
337.306671142578,76.0997467041016,337.30670112726,76.0997760784336,628.444946289062,380.222930908203,493,9808.13737025622
337.130615234375,76.1030654907227,337.130528079005,76.1030671889311,509.617462158203,405.186920166016,506,12856.8847334494
336.792938232422,76.104850769043,336.792991689825,76.1048466894334,280.526702880859,441.212463378906,514,295429.607862092
336.524688720703,76.1052474975586,336.524645326433,76.1052468466453,98.1881484985352,467.937866210938,517,19991.3148568031
337.428527832031,76.1064224243164,337.428575674365,76.1064350302897,713.871154785156,388.48388671875,524,12798.3407082505
337.495971679688,76.1097869873047,337.495943116651,76.1097850899527,760.953796386719,392.192810058594,536,9688.81392503696
338.059234619141,76.1142272949219,338.059043873484,76.1142470486862,1146.34411621094,358.603607177734,555,11626.6403860177
337.824768066406,76.1203689575195,337.824969145726,76.1203960600171,988.786987304688,394.808197021484,582,24749.2322106741
337.882476806641,76.123291015625,337.88247736798,76.1232697716317,1028.93139648438,398.291839599609,590,613140.778806505
337.171722412109,76.1306762695312,337.172335710585,76.1307938153708,548.228820800781,479.968017578125,626,34241.6272886616
338.737213134766,76.1327896118164,338.737074107696,76.1328136937493,1614.583984375,360.658050537109,631,19589.9258955305
337.589202880859,76.1344757080078,337.589262812852,76.1344820650338,833.090454101562,454.281890869141,637,22211.6243969345
336.596282958984,76.1362380981445,336.596258626221,76.1362249185459,159.042953491211,548.637329101562,644,11584.5066161104
336.472381591797,76.1376495361328,336.472353416896,76.1376384689377,75.5539627075195,564.605407714844,650,16626.9571538123
338.065612792969,76.148307800293,338.065621071702,76.1483126922425,1161.84912109375,454.757385253906,696,8205.63303990013
337.599212646484,76.1550903320312,337.599153291069,76.1550737621953,846.934692382812,511.831420898438,731,926915.635504341
337.353851318359,76.1561737060547,337.353764041312,76.1562028503253,680.669494628906,535.989013671875,740,8586.33293380971
337.626312255859,76.1580810546875,337.626351354449,76.1580809442235,866.44921875,518.079040527344,744,27388.2792752056
338.620697021484,76.1604766845703,338.62072815182,76.1604827114731,1543.44384765625,447.567230224609,751,17322.3687404319
338.50830078125,76.1619186401367,338.508359213523,76.1619359025315,1467.39831542969,459.849426269531,759,10495.5828765793
336.934936523438,76.1619720458984,336.935043280245,76.1619748670071,398.716949462891,589.723510742188,760,22847.4144302527
337.734924316406,76.1667327880859,337.734960824153,76.1667315768796,943.172729492188,533.601257324219,781,93130.2498853747
338.148315429688,76.1684036254883,338.148299257293,76.1684059585894,1224.53747558594,505.343139648438,784,41365.4447796726
338.437347412109,76.1687469482422,338.437274724012,76.168749773437,1421.11267089844,484.437133789062,787,10266.500217108
337.624816894531,76.1715621948242,337.624700705207,76.1715497402929,869.966125488281,556.409240722656,795,13472.2390830951
336.826416015625,76.1717071533203,336.826419439111,76.171722097409,328.814971923828,627.344787597656,797,9996.73485605317
338.197570800781,76.1719131469727,338.197151932349,76.1719024110092,1258.85217285156,511.501220703125,798,14563.0646061823
336.634979248047,76.1744689941406,336.635655174675,76.1744990805517,200.740905761719,653.142761230469,806,764223.619548757
336.595794677734,76.1759948730469,336.595803382627,76.1760036266651,174.363861083984,661.200073242188,810,12673.3395797532
336.427581787109,76.177131652832,336.427510765968,76.1771174660974,60.9702529907227,680.605224609375,813,2536088.26968102
337.131134033203,76.1794967651367,337.131147993147,76.1794943808547,538.135559082031,621.585815429688,822,13039.5842582066
337.022918701172,76.1799240112305,337.022938315876,76.1799232167247,465.000427246094,632.532592773438,823,11147.2647560252
337.861541748047,76.1801605224609,337.861585457295,76.1801625864101,1033.64965820312,561.38037109375,824,9215.62154454643
338.010803222656,76.1831665039062,338.010479981124,76.1831834554751,1135.70080566406,558.064208984375,834,206999.371038003
338.144714355469,76.1833953857422,338.144960027775,76.1833477576509,1227.0458984375,548.018188476562,836,34165.5919376375
336.638519287109,76.183952331543,336.638459403517,76.1839494388253,206.333724975586,679.612915039062,838,10846.4835749784
337.005126953125,76.1859741210938,337.005101879575,76.1859738250473,455.182556152344,651.284057617188,848,10665.4984761271
338.196319580078,76.1883392333984,338.19636712966,76.1883355937683,1263.53381347656,558.217163085938,861,15843.6838016486
336.729095458984,76.1898803710938,336.72908895791,76.1898776173635,269.928253173828,687.823120117188,865,9678.4118249616
338.275085449219,76.1920318603516,338.275175078497,76.1920439846256,1318.19604492188,562.735778808594,873,14493.125179512
338.198547363281,76.1967163085938,338.198553678204,76.1967128192301,1267.67578125,581.834533691406,889,8394.54957295083
337.661895751953,76.1982192993164,337.661948885218,76.1982218338284,904.385864257812,628.948486328125,894,22701.5631628513
338.500061035156,76.1997146606445,338.500190637753,76.1996970687651,1473.279296875,567.717956542969,898,7759.43986188067
337.840209960938,76.2057571411133,337.840444922138,76.2057581126424,1027.857421875,635.709777832031,921,13627.1834716211
337.121887207031,76.2080841064453,337.121736436807,76.2080763561584,542.284362792969,703.391235351562,934,21831.7784989848
336.489318847656,76.210319519043,336.489280298258,76.210308417446,115.957084655762,768.473876953125,943,11456.7226486009
337.852752685547,76.2125778198242,337.852720136558,76.2125337078344,1038.43371582031,653.944091796875,952,18838.3165155807
337.302825927734,76.2144088745117,337.302759989653,76.2144125757363,666.977844238281,705.388549804688,958,27248.6412254176
336.694580078125,76.2158966064453,336.6947934775,76.2158996561133,256.846130371094,764.690673828125,965,8405.92318947559
338.753753662109,76.2215118408203,338.753527518383,76.2215459453523,1651.62451171875,611.672912597656,984,15211.4220687799
338.372985839844,76.2226104736328,338.373065205172,76.2226574652517,1394.10485839844,642.325500488281,990,14515.8656259459
337.389678955078,76.2274017333984,337.389751208161,76.2273966923789,730.416137695312,734.665649414062,1010,30906.2598685949
337.154602050781,76.2286376953125,337.154655559637,76.2286593669755,572.089660644531,758.776062011719,1013,8675.01526450637
337.654937744141,76.2298278808594,337.654858934357,76.2298212041148,910.422912597656,719.163452148438,1019,20315.9254364316
337.632141113281,76.2330017089844,337.632108382107,76.233001570983,896.139343261719,730.072143554688,1029,19614.801373796
338.027679443359,76.2345809936523,338.027769552124,76.2345813075932,1164.16003417969,702.5927734375,1035,8271.37470850399
338.230499267578,76.2352981567383,338.230494138674,76.2353131925375,1301.5341796875,689.0048828125,1039,9641.92134050623
337.190216064453,76.2356414794922,337.191142455878,76.2357860715072,599.326904296875,775.741455078125,1041,12010222.3085006
337.382690429688,76.2361907958984,337.382617560333,76.2361684424064,728.719116210938,760.145568847656,1042,24622.8808168151
338.167144775391,76.2390518188477,338.167150431538,76.2390505375078,1259.869140625,704.460632324219,1050,12759.0146754071
338.056457519531,76.2419128417969,338.056418723521,76.2419183983254,1185.9150390625,721.179382324219,1065,8825.38838730079
337.304718017578,76.2429504394531,337.304910842052,76.2429517341398,678.696411132812,786.089599609375,1068,149555.932872757
337.741882324219,76.2442169189453,337.741914590676,76.2442193675374,974.156494140625,752.84423828125,1075,18258.8726028693
337.915283203125,76.2455978393555,337.915282879186,76.2455677262341,1091.72448730469,742.674255371094,1078,22259.4169927639
338.778472900391,76.2500381469727,338.778439486367,76.250022928501,1676.76843261719,690.885131835938,1094,9681.84443071721
337.007293701172,76.2547149658203,337.007335420786,76.2547080280065,482.381408691406,845.752075195312,1108,35424.0449410375
337.721405029297,76.2549209594727,337.721339964807,76.2549059234045,963.893432617188,784.84765625,1110,39227.033841161
338.522583007812,76.2558517456055,338.52247571435,76.255870853675,1505.36584472656,725.702758789062,1113,9854.03283724382
336.389373779297,76.2580642700195,336.389386166218,76.2580601271372,67.8030395507812,913.222290039062,1120,12097.7372412262
336.631286621094,76.2652816772461,336.631257995727,76.265281620476,233.305541992188,910.438171386719,1151,27045.2028145508
337.456726074219,76.2667922973633,337.456604968572,76.2668000132223,789.479125976562,840.671020507812,1157,57750.2498204829
338.334350585938,76.2688217163086,338.334387567769,76.268820419689,1382.25598144531,776.345031738281,1170,42551.0595979629
336.634948730469,76.2692642211914,336.634948304355,76.2692734150927,237.349899291992,921.386535644531,1172,9663.59841307615
337.330078125,76.2708511352539,337.330024599038,76.2708395091035,705.641540527344,862.966796875,1179,15790.944355534
336.608673095703,76.2713012695312,336.608630914644,76.2712838103456,220.447647094727,929.566223144531,1180,10381.5870742335
338.71337890625,76.2766952514648,338.713399146255,76.2766971832953,1640.57055664062,771.264953613281,1206,30256.7200934187
337.184722900391,76.2802963256836,337.184838402638,76.2802959011102,611.337707519531,902.430236816406,1216,11749.6110556078
337.8388671875,76.2820663452148,337.838719508077,76.2820687679394,1052.20727539062,852.400451660156,1225,14664.0819800042
336.804321289062,76.2838516235352,336.804209945502,76.2838410043003,356.754302978516,946.808532714844,1229,279597.045852812
338.246337890625,76.2847595214844,338.246173100562,76.2847608177707,1327.72387695312,828.256958007812,1233,84485.6636831224
337.087188720703,76.2873840332031,337.087145732408,76.2873727717099,548.241333007812,931.13525390625,1243,15519.3739605974
338.019348144531,76.2883453369141,338.019306211132,76.2883875306591,1175.96984863281,856.012756347656,1246,18409.519750004
336.348205566406,76.2892456054688,336.347858117975,76.2892747286012,52.5294456481934,1005.55426025391,1249,115953.392424983
336.388061523438,76.2908172607422,336.388188777074,76.2908019078994,80.1994552612305,1005.94464111328,1254,41449.326831575
337.487884521484,76.2911911010742,337.488007204957,76.2911549290282,819.192749023438,907.07958984375,1258,25623.8180815491
336.660034179688,76.2939147949219,336.660082243547,76.2939180025517,263.867706298828,988.770324707031,1271,8558.0709145266
336.955383300781,76.2982788085938,336.955531100894,76.2982534191274,463.873809814453,973.782897949219,1285,322476.479466043
336.267120361328,76.2989273071289,336.267325157979,76.2989156393873,2.46005129814148,1040.7177734375,1288,7727.50864995274
338.071075439453,76.300163269043,338.070944107989,76.3001673028055,1214.57470703125,885.437377929688,1296,20270.2702294541
337.8857421875,76.3030166625977,337.88574129007,76.3030200109659,1090.85327148438,908.103820800781,1307,11535.9790946333
336.947540283203,76.3038101196289,336.94759102666,76.3038241389432,460.641204833984,990.282043457031,1312,14219.6378017638
338.255767822266,76.3090896606445,338.255748963338,76.3090763141107,1341.83288574219,896.605590820312,1338,1215558.8221715
336.736450195312,76.3115615844727,336.736308886739,76.3115562404652,321.856170654297,1031.57507324219,1350,23889.3180792566
338.730560302734,76.3116607666016,338.730498744765,76.3116686248756,1662.33459472656,869.493957519531,1351,14616.623113619
336.837677001953,76.3129348754883,336.837682853854,76.3129294247202,390.358062744141,1026.09582519531,1357,19997.8709275746
336.453277587891,76.3139190673828,336.452961171397,76.3139318112849,132.909103393555,1065.11145019531,1367,1727601.20138554
336.583770751953,76.3140258789062,336.58378849763,76.3140237242758,220.591171264648,1052.87719726562,1368,9613.77373537484
338.639984130859,76.3163375854492,338.639948242337,76.3163397348681,1602.7197265625,889.146911621094,1377,20316.8164082799
337.962249755859,76.3201141357422,337.962115479559,76.3201041975029,1147.86291503906,950.553649902344,1399,22225.7313653034
337.896606445312,76.3213195800781,337.896704651615,76.3212920057496,1104.29272460938,959.100708007812,1405,129133.116817985
337.819976806641,76.3230895996094,337.81997315545,76.3230944593803,1053.33715820312,970.350219726562,1409,9417.86450566651
337.784637451172,76.3277969360352,337.784562287512,76.3277868648242,1031.130859375,986.521545410156,1421,13157.0201298327
338.295013427734,76.3306121826172,338.295075335523,76.3306302060014,1375.05004882812,954.886657714844,1433,11010.692469178
337.072814941406,76.3314590454102,337.072960951839,76.3314980787103,555.071533203125,1057.43212890625,1437,31439.4404884179
337.358245849609,76.3316421508789,337.358248536619,76.3316377920989,746.375549316406,1032.91870117188,1439,31107.7313756196
337.119842529297,76.3323669433594,337.119910913515,76.3323718602133,586.858642578125,1055.74438476562,1445,9219.83136569458
336.590270996094,76.3330688476562,336.590293351649,76.3330617385152,232.447570800781,1106.14477539062,1447,39363.9423672646
337.704223632812,76.3331298828125,337.704106639502,76.3331332220812,978.930847167969,1008.22772216797,1448,15417.2903202619
337.820922851562,76.3343505859375,337.820990573659,76.3343434075366,1057.79382324219,1002.19848632812,1455,417363.469025181
338.523712158203,76.3375015258789,338.52355666634,76.3375029642852,1530.74621582031,957.630676269531,1468,51004.1066590699
338.192840576172,76.3378677368164,338.192835150639,76.3378631894618,1308.63159179688,983.14306640625,1470,11943.5081303685
336.285186767578,76.3397598266602,336.285259325663,76.3397605667904,31.1544513702393,1154.462890625,1482,15858.7649267076
338.783386230469,76.3397979736328,338.783336179183,76.3398402355278,1706.09289550781,945.930297851562,1483,813565.065230394
338.134246826172,76.3404769897461,338.134387192287,76.3404792617295,1270.2138671875,995.033325195312,1484,39689.8126135734
337.644470214844,76.3485565185547,337.644430159909,76.3485206404926,944.173156738281,1056.783203125,1510,13709.1761454338
337.766845703125,76.3542327880859,337.767062681588,76.3542321379004,1028.31848144531,1062.99548339844,1541,989235.137861099
337.910003662109,76.3563461303711,337.910048959195,76.3563525039756,1124.87280273438,1057.58154296875,1549,155103.007609448
337.448455810547,76.3605346679688,337.448427990058,76.3605266267078,817.062683105469,1107.17980957031,1567,19875.1360915671
338.542938232422,76.3605880737305,338.542917527701,76.3605854026854,1550.71069335938,1021.85260009766,1568,22186.1678734511
337.21728515625,76.3628768920898,337.217281272223,76.3628754475765,663.231018066406,1133.6640625,1575,12309.3389941296
337.106353759766,76.3678131103516,337.106322072514,76.3678479555254,590.858154296875,1157.49182128906,1601,21565.7981877252
338.750061035156,76.3704071044922,338.74993637855,76.3704151116326,1692.53845214844,1035.19372558594,1614,22343.9942611425
338.014221191406,76.3707809448242,338.014138525038,76.3707665051413,1199.36328125,1090.34252929688,1617,8926.68824177589
336.302215576172,76.3753280639648,336.302140049254,76.3753192441513,56.9301147460938,1253.38732910156,1632,16344.5282405834
336.580413818359,76.3804550170898,336.580488381501,76.3804582848395,244.580902099609,1241.23010253906,1659,80178.0486986484
337.552612304688,76.3814697265625,337.55257952869,76.3814605295268,894.083435058594,1157.84265136719,1664,14175.0570326081
337.799957275391,76.3832778930664,337.799994850187,76.3832742247595,1060.16479492188,1142.78344726562,1671,9091.62586596025
