300,1.20949601666444e-17
302,1.19352924761853e-17
304,1.17787657440054e-17
306,1.16252981224956e-17
308,1.14748104127804e-17
310,1.13272259625182e-17
312,1.11824705682733e-17
314,1.10404723822265e-17
316,1.09011618230051e-17
318,1.07644714904276e-17
320,1.06303360839648e-17
322,1.04986923247367e-17
324,1.0369478880868e-17
326,1.02426362960405e-17
328,1.01181069210849e-17
330,9.99583484846648e-18
332,9.8757658495246e-18
334,9.7578473143354e-18
336,9.64202819407242e-18
338,9.5282589457477e-18
340,9.41649147922145e-18
342,9.30667910637461e-18
344,9.19877649234383e-18
346,9.09273960872398e-18
348,8.98852568864777e-18
350,8.88609318365714e-18
352,8.78540172228499e-18
354,8.68641207027036e-18
356,8.58908609233367e-18
358,8.49338671544271e-18
360,8.39927789350309e-18
362,8.30672457341046e-18
364,8.2156926624049e-18
366,8.12614899667055e-18
368,8.03806131112654e-18
370,7.95139821035792e-18
372,7.86612914063765e-18
374,7.78222436299294e-18
376,7.69965492727196e-18
378,7.61839264716833e-18
380,7.53841007616344e-18
382,7.45968048434802e-18
384,7.3821778360867e-18
386,7.30587676849043e-18
388,7.23075257066373e-18
390,7.15678116369494e-18
392,7.08393908135933e-18
394,7.01220345150609e-18
396,6.94155197810172e-18
398,6.87196292390344e-18
400,6.8034150937375e-18
402,6.73588781835846e-18
404,6.66936093886629e-18
406,6.60381479165959e-18
408,6.53923019390379e-18
410,6.47558842949435e-18
412,6.41287123549581e-18
414,6.35106078903825e-18
416,6.29013969465375e-18
418,6.2300909720359e-18
420,6.17089804420635e-18
422,6.11254472607309e-18
424,6.05501521336552e-18
426,5.99829407193238e-18
428,5.94236622738886e-18
430,5.88721695510005e-18
432,5.83283187048825e-18
434,5.77919691965215e-18
436,5.72629837028659e-18
438,5.67412280289193e-18
440,5.6226571022624e-18
442,5.57188844924346e-18
444,5.52180431274856e-18
446,5.47239244202578e-18
448,5.42364085916574e-18
450,5.37553785184198e-18
452,5.32807196627575e-18
454,5.28123200041724e-18
456,5.23500699733572e-18
458,5.18938623881124e-18
460,5.14435923912098e-18
